Time,Data,Simulation
65.258,0.3999999999999999,8.873369073092
65.26,0.3999999999999999,8.651111341880176
65.262,0.3999999999999999,8.426298996319776
65.264,0.5,8.1989761769212
65.266,0.7000000000000002,7.969187517995502
65.268,0.7999999999999998,7.736978138922934
65.27,1.0,7.502393635336576
65.272,1.1,7.265480070208445
65.274,1.4,7.026283964824465
65.276,1.5999999999999996,6.784852289681692
65.278,1.7999999999999998,6.5412324552828425
65.28,2.0999999999999996,6.295472302850299
65.282,2.3,6.047620094933674
65.284,2.5999999999999996,5.797724505945639
65.286,2.9000000000000004,5.5458346126126
65.288,3.2,5.291999884325733
65.29,3.5,5.03627017342631
65.292,3.7,4.778695705411514
65.294,4.1,4.519327069046024
65.296,4.4,4.2582152064140715
65.298,4.7,3.995411402897877
65.3,5.1,3.730967277067487
65.302,5.4,3.4649347705174622
65.304,5.699999999999999,3.1973661376360303
65.306,6.1,2.9283139352915044
65.308,6.5,2.657831012472099
65.31,6.9,2.385970499864498
65.312,7.300000000000001,2.1127857993557595
65.314,7.699999999999999,1.8383305734953295
65.316,7.9,1.5626587349022543
65.318,8.3,1.2858244356020216
65.32,8.7,1.0078820563303503
65.322,9.1,0.7288861957887984
65.324,9.5,0.4488916598364589
65.326,9.9,0.1679534506555877
65.328,10.3,0.0
65.33,10.7,0.0
65.332,11.0,0.0
65.334,11.4,0.0
65.336,11.8,0.0
65.338,12.1,0.0
65.34,12.5,0.0
65.342,12.9,0.0
65.344,13.3,0.0
65.346,13.7,0.0
65.348,14.100000000000001,0.0
65.35,14.399999999999999,0.0
65.352,14.7,0.0
65.354,15.100000000000001,0.0
65.356,15.5,0.0
65.358,15.8,0.0
65.36,16.1,0.0
65.362,16.4,0.0
65.364,16.6,0.0
65.366,16.9,0.0
65.368,17.2,0.0
65.37,17.4,0.0
65.372,17.6,0.0
65.374,17.9,0.0
65.376,18.1,0.0
65.378,18.3,0.0
65.38,18.5,0.0
65.382,18.7,0.0
65.384,18.8,0.0
65.386,19.0,0.0
65.388,19.1,0.0
65.39,19.3,0.19533356366971535
65.392,19.5,0.4759230589872001
65.394,19.6,0.7555484641197248
65.396,19.8,1.0341549026399957
65.398,19.9,1.3116877013965023
65.4,19.9,1.5880924013195004
65.402,20.0,1.8633147681693771
65.404,20.1,2.1373008032565797
65.406,20.2,2.4099967540935543
65.408,20.2,2.6813491249943224
65.41,20.3,2.9513046876367603
65.412,20.4,3.2198104915505077
65.414,20.4,3.4868138745460033
65.416,20.4,3.7522624730994822
65.418,20.4,4.016104232657415
65.42,20.4,4.2782874178757515
65.422,20.4,4.538760622808487
65.424,20.4,4.7974727810097635
65.426,20.4,5.054373175564574
65.428,20.4,5.309411449062378
65.43,20.4,5.562537613478501
65.432,20.4,5.813702059978204
65.434,20.4,6.062855568657381
65.436,20.4,6.309949318185564
65.438,20.4,6.554934895365853
65.44,20.3,6.797764304625399
65.442,20.3,7.038389977402952
65.444,20.3,7.276764781447827
65.446,20.2,7.512842030043532
65.448,20.1,7.746575491123506
65.45,20.0,7.977919396292973
65.452,19.9,8.206828449769796
65.454,19.8,8.433257837212741
65.456,19.7,8.657163234450797
65.458,19.6,8.878500816126065
65.46,19.5,9.097227264219605
65.462,19.4,9.313299776473567
65.464,19.2,9.52667607472162
65.466,19.0,9.73731441309824
65.468,18.8,9.945173586139683
65.47,18.6,10.1502129367883
65.472,18.4,10.352392364271799
65.474,18.2,10.551672331869922
65.476,18.0,10.748013874579696
65.478,17.8,10.941378606652005
65.48,17.6,11.131728729011613
65.482,17.4,11.319027036571114
65.484,17.1,11.503236925413015
65.486,16.8,11.684322399851363
65.488,16.5,11.862248079383127
65.49,16.3,12.036979205504538
65.492,16.0,12.208481648403572
65.494,15.7,12.376721913538033
65.496,15.399999999999999,12.541667148075879
65.498,15.0,12.703285147208398
65.5,14.7,12.861544360345132
65.502,14.3,13.016413897168615
65.504,13.899999999999999,13.16786353355882
65.506,13.5,13.315863717395915
65.508,13.2,13.460385574220396
65.51,12.8,13.601400912760374
65.512,12.4,13.738882230333582
65.514,12.1,13.872802718104982
65.516,11.7,14.003136266208802
65.518,11.3,14.129857468742301
65.52,10.9,14.252941628613291
65.522,10.5,14.37236476224989
65.524,10.1,14.48810360417897
65.526,9.8,14.600135611456182
65.528,9.4,14.708438967960777
65.53,9.0,14.812992588544736
65.532,8.6,14.913776123047889
65.534,8.2,15.010769960163806
65.536,7.9,15.103955231163395
65.538,7.5,15.193313813481161
65.54,7.199999999999999,15.278828334151344
65.542,6.800000000000001,15.360482173100126
65.544,6.5,15.438259466298375
65.546,6.1,15.512145108763475
65.548,5.699999999999999,15.582124757415933
65.55,5.3,15.648184833794419
65.552,5.0,15.710312526619495
65.554,4.6,15.768495794210896
65.556,4.3,15.822723366761442
65.558,4.0,15.872984748459356
65.56,3.7,15.919270219463188
65.562,3.5,15.961570837731752
65.564,3.2,15.999878440702313
65.566,2.9000000000000004,16.034185646820752
65.568,2.5,16.064485856925163
65.57,2.3,16.090773255477938
65.572,2.0,16.1130428116492
65.574,1.7999999999999998,16.13129028025241
65.576,1.5999999999999996,16.14551220252884
65.578,1.4,16.155705906782924
65.58,1.2000000000000002,16.161869508868858
65.582,1.0,16.16400191252638
65.584,0.7999999999999998,16.16210280956747
65.586,0.6000000000000001,16.156172679913176
65.588,0.5,16.146212791480536
65.59,0.5,16.132225199920256
65.592,0.3999999999999999,16.114212748203972
65.594,0.3999999999999999,16.09217906606234
65.596,0.3999999999999999,16.066128569274184
65.598,0.3999999999999999,16.03606645880465
65.6,0.3999999999999999,16.001998719795328
65.602,0.3999999999999999,15.963932120405765
65.604,0.2999999999999998,15.921874210503626
65.606,0.2999999999999998,15.875833320208214
65.608,0.3999999999999999,15.825818558285802
65.61,0.3999999999999999,15.771839810393605
65.612,0.3999999999999999,15.713907737178454
65.614,0.3999999999999999,15.652033772228139
65.616,0.3999999999999999,15.586230119871395
65.618,0.3999999999999999,15.516509752834265
65.62,0.3999999999999999,15.442886409750077
65.622,0.3999999999999999,15.36537459251832
65.624,0.3999999999999999,15.283989563521772
65.626,0.5,15.198747342698338
65.628,0.5,15.10966470446232
65.63,0.6000000000000001,15.016759174485921
65.632,0.5,14.92004902633685
65.634,0.5,14.819553277966023
65.636,0.6000000000000001,14.715291688057762
65.638,0.6000000000000001,14.607284752237614
65.64,0.6000000000000001,14.495553699131207
65.642,0.6000000000000001,14.380120486288021
65.644,0.7000000000000002,14.261007795964575
65.646,0.7000000000000002,14.138239030759777
65.648,0.7000000000000002,14.011838309118712
65.65,0.7999999999999998,13.881830460692395
65.652,0.7000000000000002,13.74824102156476
65.654,0.7999999999999998,13.611096229332723
65.656,0.7999999999999998,13.470423018057717
65.658,0.7999999999999998,13.326249013081654
65.66,0.8999999999999999,13.178602525698544
65.662,0.8999999999999999,13.027512547700791
65.664,0.8999999999999999,12.873008745792268
65.666,0.8999999999999999,12.715121455859206
65.668,1.0,12.553881677118888
65.67,1.0,12.38932106613811
65.672,1.0,12.221471930711504
65.674,1.0,12.050367223621281
65.676,1.0,11.876040536269787
65.678,1.1,11.698526092174314
65.68,1.1,11.517858740347227
65.682,1.1,11.334073948552081
65.684,1.1,11.147207796424729
65.686,1.1,10.957296968483831
65.688,1.1,10.764378747020798
65.69,1.2000000000000002,10.568491004857778
65.692,1.2000000000000002,10.369672197999265
65.694,1.2000000000000002,10.167961358166902
65.696,1.2999999999999998,9.96339808520565
65.698,1.2999999999999998,9.756022539388013
65.7,1.2000000000000002,9.545875433605506
65.702,1.2000000000000002,9.332998025435014
65.704,1.2000000000000002,9.117432109107957
65.706,1.2999999999999998,8.899220007370955
65.708,1.2999999999999998,8.67840456322518
65.71,1.4,8.455029131573541
65.712,1.2999999999999998,8.2291375707638
65.714,1.4,8.000774234014544
65.716,1.4,7.769983960754144
65.718,1.4,7.536812067860407
65.72,1.4,7.301304340787485
65.722,1.4,7.063507024611142
65.724,1.4,6.823466814979774
65.726,1.5,6.5812308489572695
65.728,1.5,6.33684669578992
65.73,1.5,6.09036234758428
65.732,1.5,5.841826209881807
65.734,1.5,5.591287092163381
65.736,1.5999999999999996,5.338794198270251
65.738,1.5999999999999996,5.0843971167269375
65.74,1.7000000000000002,4.828145811000048
65.742,1.9000000000000004,4.570090609679222
65.744,2.2,4.310282196565458
65.746,2.4000000000000004,4.048771600701577
65.748,2.8,3.7856101863307248
65.75,3.2,3.5208496427679283
65.752,3.5,3.2545419742201913
65.754,3.9000000000000004,2.986739489540743
65.756,4.4,2.7174947919022276
65.758,4.9,2.4468607684250006
65.76,5.4,2.1748905797458926
65.762,5.800000000000001,1.9016376495120042
65.764,6.300000000000001,1.6271556538363414
65.766,6.800000000000001,1.3514985107003703
65.768,7.300000000000001,1.0747203692879332
65.77,7.800000000000001,0.796875599287837
65.772,8.2,0.5180187801500049
65.774,8.6,0.2382046902794546
65.776,9.2,0.0
65.778,9.6,0.0
65.78,10.1,0.0
65.782,10.5,0.0
65.784,10.9,0.0
65.786,11.2,0.0
65.788,11.6,0.0
65.79,12.0,0.0
65.792,12.3,0.0
65.794,12.6,0.0
65.796,12.9,0.0
65.798,13.2,0.0
65.8,13.5,0.0
65.802,13.8,0.0
65.804,14.100000000000001,0.0
65.806,14.3,0.0
65.808,14.600000000000001,0.0
65.81,14.899999999999999,0.0
65.812,15.100000000000001,0.0
65.814,15.3,0.0
65.816,15.5,0.0
65.818,15.7,0.0
65.82,15.899999999999999,0.0
65.822,16.1,0.0
65.824,16.3,0.0
65.826,16.4,0.0
65.828,16.6,0.0
65.83,16.7,0.0
65.832,16.9,0.0
65.834,17.0,0.0
65.836,17.1,0.0
65.838,17.2,0.09747492962660224
65.84,17.3,0.37749484031537045
65.842,17.5,0.6565700080772993
65.844,17.6,0.9346456637489161
65.846,17.7,1.2116672375771478
65.848,17.7,1.487580370013314
65.85,17.8,1.7623309224443064
65.852,17.8,2.0358649878767094
65.854,17.8,2.3081289015889794
65.856,17.9,2.5790692517143885
65.858,18.0,2.8486328897702387
65.86,18.1,3.116766941148349
65.862,18.1,3.3834188155299616
65.864,18.1,3.6485362172405083
65.866,18.2,3.9120671555589106
65.868,18.2,4.173959954945243
65.87,18.2,4.434163265201929
65.872,18.2,4.692626071582966
65.874,18.2,4.949297704815589
65.876,18.2,5.204127851049423
65.878,18.2,5.457066561747236
65.88,18.2,5.708064263482513
65.882,18.2,5.957071767658604
65.884,18.1,6.204040280163285
65.886,18.0,6.448921410924714
65.888,18.0,6.691667183383318
65.89,17.9,6.9322300438930355
65.892,17.9,7.170562871018846
65.894,17.9,7.406618984744714
65.896,17.8,7.640352155605161
65.898,17.7,7.8717166137065036
65.9,17.6,8.100667057663191
65.902,17.5,8.327158663427566
65.904,17.4,8.551147093037445
65.906,17.3,8.772588503249011
65.908,17.2,8.991439554068284
65.91,17.1,9.207657417193499
65.912,17.0,9.421199784338436
65.914,16.9,9.632024875449769
65.916,16.7,9.840091446830181
65.918,16.5,10.045358799138471
65.92,16.4,10.247786785279287
65.922,16.3,10.447335818193755
65.924,16.1,10.643966878523399
65.926,15.899999999999999,10.837641522159542
65.928,15.7,11.02832188768901
65.93,15.600000000000001,11.21597070370965
65.932,15.3,11.400551296027468
65.934,15.100000000000001,11.582027594745684
65.936,14.8,11.760364141220457
65.938,14.5,11.935526094894556
65.94,14.3,12.107479240018858
65.942,14.100000000000001,12.276189992237551
65.944,13.8,12.441625405048015
65.946,13.5,12.603753176144494
65.948,13.2,12.762541653622945
65.95,12.9,12.917959842057378
65.952,12.5,13.06997740845638
65.954,12.2,13.218564688078342
65.956,11.9,13.363692690115451
65.958,11.6,13.50533310325423
65.96,11.2,13.643458301092874
65.962,10.8,13.778041347424574
65.964,10.4,13.909056001394186
65.966,10.0,14.036476722509947
65.968,9.5,14.160278675518633
65.97,9.0,14.280437735151184
65.972,8.6,14.396930490721681
65.974,8.1,14.509734250587657
65.976,7.800000000000001,14.61882704647807
65.978,7.300000000000001,14.724187637673257
65.98,6.699999999999999,14.825795515044314
65.982,6.199999999999999,14.923630904957513
65.984,5.800000000000001,15.017674773029587
65.986,5.3,15.107908827740783
65.988,4.8,15.194315523910483
65.99,4.3,15.27687806602288
65.992,3.9000000000000004,15.355580411408857
65.994,3.5,15.430407273288292
65.996,3.0999999999999996,15.50134412366174
65.998,2.7,15.568377196057058
66.0,2.4000000000000004,15.631493488134389
66.002,2.0999999999999996,15.690680764140174
66.004,1.9000000000000004,15.745927557214932
66.006,1.7000000000000002,15.79722317155767
66.008,1.7000000000000002,15.844557684439051
66.01,1.5999999999999996,15.887921948067433
66.012,1.5999999999999996,15.927307591309978
66.014,1.5999999999999996,15.962707021262439
66.016,1.5,15.994113424671152
66.018,1.5,16.021520769208667
66.02,1.5,16.044923804598238
66.022,1.5,16.064318063590022
66.024,1.5,16.079699862789653
66.026,1.5,16.091066303336003
66.028,1.5,16.09841527143076
66.03,1.5,16.10174543871825
66.032,1.4,16.101056262516565
66.034,1.4,16.09634798589871
66.036,1.2999999999999998,16.087621637624924
66.038,1.2999999999999998,16.074879031925345
66.04,1.4,16.058122768133494
66.042,1.4,16.03735623017106
66.044,1.4,16.012583585882417
66.046,1.4,15.983809786220942
66.048,1.4,15.951040564287032
66.05,1.2999999999999998,15.914282434215252
66.052,1.2999999999999998,15.873542689914704
66.054,1.2999999999999998,15.82882940366136
66.056,1.2999999999999998,15.780151424539483
66.058,1.2999999999999998,15.727518376737532
66.06,1.2999999999999998,15.670940657696763
66.062,1.2000000000000002,15.610429436108868
66.064,1.2000000000000002,15.545996649769688
66.066,1.2000000000000002,15.477655003286461
66.068,1.2000000000000002,15.405417965634298
66.07,1.1,15.329299767570507
66.072,1.1,15.249315398903468
66.074,1.1,15.165480605611203
66.076,1.1,15.077811886819612
66.078,1.1,14.986326491636692
66.08,1.1,14.891042415836878
66.082,1.1,14.791978398407322
66.084,1.0,14.689153917951542
66.086,1.0,14.58258918894406
66.088,0.8999999999999999,14.472305157849306
66.09,0.8999999999999999,14.358323499099534
66.092,0.8999999999999999,14.240666610924832
66.094,0.8999999999999999,14.119357611049875
66.096,0.8999999999999999,13.994420332251645
66.098,0.8999999999999999,13.865879317770485
66.1,0.7999999999999998,13.73375981659065
66.102,0.7999999999999998,13.598087778583945
66.104,0.7999999999999998,13.458889849508203
66.106,0.7999999999999998,13.316193365878219
66.108,0.7000000000000002,13.170026349702155
66.11,0.7000000000000002,13.020417503074476
66.112,0.7000000000000002,12.867396202644553
66.114,0.7000000000000002,12.710992493953325
66.116,0.7000000000000002,12.551237085628475
66.118,0.6000000000000001,12.3881613434587
66.12,0.6000000000000001,12.221797284338818
66.122,0.6000000000000001,12.052177570075655
66.124,0.6000000000000001,11.879335501076698
66.126,0.6000000000000001,11.703305009912583
66.128,0.6000000000000001,11.524120654742918
66.13,0.6000000000000001,11.34181761262871
66.132,0.6000000000000001,11.156431672721924
66.134,0.6000000000000001,10.967999229321189
66.136,0.5,10.776557274818172
66.138,0.5,10.582143392524637
66.14,0.5,10.38479574936872
66.142,0.6000000000000001,10.184553088486151
66.144,0.6000000000000001,9.981454721696018
66.146,0.6000000000000001,9.775540521849022
66.148,0.6000000000000001,9.56685091507678
66.15,0.5,9.355426872920683
66.152,0.5,9.141309904359323
66.154,0.6000000000000001,8.924542047711919
66.156,0.6000000000000001,8.70516586244761
66.158,0.7000000000000002,8.483224420889181
66.16,0.7999999999999998,8.2587612997981
66.162,1.0,8.031820571870634
66.164,1.1,7.802446797132872
66.166,1.2999999999999998,7.570685014221449
66.168,1.5,7.336580731580572
66.17,1.7000000000000002,7.100179918562874
66.172,1.9000000000000004,6.861528996420471
66.174,2.2,6.620674829217841
66.176,2.5,6.377664714653684
66.178,2.7,6.132546374777727
66.18,3.0,5.885367946635126
66.182,3.3,5.636177972825177
66.184,3.5999999999999996,5.385025391960041
66.186,3.8,5.1319595290569975
66.188,4.1,4.87703008585058
66.19,4.5,4.62028713101005
66.192,4.8,4.361781090296495
66.194,5.1,4.101562736645647
66.196,5.5,3.839683180161558
66.198,5.800000000000001,3.5761938580562265
66.2,6.199999999999999,3.31114652452094
66.202,6.5,3.044593240514255
66.204,6.9,2.776586363502417
66.206,7.300000000000001,2.5071785371376762
66.208,7.699999999999999,2.2364226808592638
66.21,8.0,1.9643719794534094
66.212,8.4,1.69107987255767
66.214,8.7,1.416600044094081
66.216,9.1,1.1409864116681656
66.218,9.5,0.8642931159187419
66.22,9.8,0.586574509803002
66.222,10.3,0.30788514785428656
66.224,10.6,0.028279775397398173
66.226,11.0,0.0
66.228,11.4,0.0
66.23,11.8,0.0
66.232,12.1,0.0
66.234,12.5,0.0
66.236,12.9,0.0
66.238,13.2,0.0
66.24,13.600000000000001,0.0
66.242,14.0,0.0
66.244,14.399999999999999,0.0
66.246,14.8,0.0
66.248,15.100000000000001,0.0
66.25,15.399999999999999,0.0
66.252,15.7,0.0
66.254,16.1,0.0
66.256,16.3,0.0
66.258,16.6,0.0
66.26,16.9,0.0
66.262,17.2,0.0
66.264,17.4,0.0
66.266,17.7,0.0
66.268,17.9,0.0
66.27,18.1,0.0
66.272,18.3,0.0
66.274,18.5,0.0
66.276,18.7,0.0
66.278,18.9,0.0
66.28,19.1,0.0
66.282,19.2,0.0
66.284,19.4,0.0
66.286,19.5,0.0001099887061289939
66.288,19.6,0.27955619547777727
66.29,19.8,0.5580769104899324
66.292,19.9,0.8356174726807551
66.294,20.0,1.1121234165682001
66.296,20.1,1.3875404830060762
66.298,20.2,1.6618146298961118
66.3,20.2,1.934892042871197
66.302,20.3,2.2067191459123765
66.304,20.3,2.4772426119151647
66.306,20.4,2.7464093732201973
66.308,20.4,3.0141666320712663
66.31,20.4,3.280461871016177
66.312,20.5,3.5452428632651993
66.314,20.5,3.808457682970736
66.316,20.5,4.070054715443487
66.318,20.5,4.329982667319601
66.32,20.5,4.58819057664309
66.322,20.4,4.8446278228785875
66.324,20.4,5.099244136868655
66.326,20.5,5.35198961070062
66.328,20.5,5.602814707497799
66.33,20.4,5.851670271148994
66.332,20.4,6.098507535942031
66.334,20.4,6.343278136115941
66.336,20.3,6.5859341153453075
66.338,20.3,6.826427936123445
66.34,20.2,7.064712489058645
66.342,20.2,7.300741102096735
66.344,20.1,7.5344675496374665
66.346,20.0,7.7658460615586495
66.348,19.9,7.994831332160957
66.35,19.8,8.221378529001788
66.352,19.6,8.445443301631844
66.354,19.5,8.666981790246892
66.356,19.4,8.885950634224125
66.358,19.2,9.102306980556413
66.36,19.1,9.31600849219652
66.362,18.9,9.527013356281682
66.364,18.7,9.735280292251556
66.366,18.5,9.940768559871072
66.368,18.3,10.143437967129751
66.37,18.1,10.343248878030082
66.372,17.9,10.54016222027597
66.374,17.7,10.734139492834103
66.376,17.4,10.925142773380182
66.378,17.2,11.113134725640787
66.38,16.9,11.298078606604708
66.382,16.6,11.479938273615396
66.384,16.4,11.658678191354664
66.386,16.1,11.834263438692805
66.388,15.8,12.006659715416276
66.39,15.5,12.175833348842492
66.392,15.100000000000001,12.34175130029828
66.394,14.8,12.504381171472538
66.396,14.5,12.663691210652182
66.398,14.100000000000001,12.819650318818088
66.4,13.7,12.972228055618768
66.402,13.3,13.12139464520724
66.404,12.9,13.267120981957646
66.406,12.5,13.409378636039841
66.408,12.2,13.548139858861518
66.41,11.9,13.683377588385495
66.412,11.6,13.815065454303136
66.414,11.1,13.943177783072734
66.416,10.7,14.067689602829953
66.418,10.3,14.18857664815273
66.42,9.9,14.305815364688888
66.422,9.5,14.419382913652905
66.424,9.1,14.52925717617568
66.426,8.8,14.635416757514973
66.428,8.4,14.73784099113236
66.43,8.0,14.83650994262194
66.432,7.699999999999999,14.931404413497912
66.434,7.300000000000001,15.02250594484617
66.436,7.0,15.10979682082673
66.438,6.6,15.193260072033404
66.44,6.199999999999999,15.27287947871516
66.442,5.9,15.348639573847672
66.444,5.5,15.420525646060623
66.446,5.2,15.48852374242473
66.448,4.9,15.552620671088318
66.45,4.5,15.612804003768534
66.452,4.2,15.669062078100415
66.454,3.9000000000000004,15.721383999835107
66.456,3.5999999999999996,15.769759644891844
66.458,3.4000000000000004,15.81417966126599
66.46,3.0999999999999996,15.854635470786253
66.462,2.8,15.891119270724719
66.464,2.5,15.923624035261566
66.466,2.3,15.95214351679901
66.468,2.0,15.976672247127464
66.47,1.7000000000000002,15.997205538445092
66.472,1.5,16.013739484226807
66.474,1.2999999999999998,16.026270959945208
66.476,1.2000000000000002,16.03479762364369
66.478,1.0,16.039317916359522
66.48,0.8999999999999999,16.03983106239862
66.482,0.7999999999999998,16.036337069461563
66.484,0.6000000000000001,16.0288367286203
66.486,0.6000000000000001,16.01733161414643
66.488,0.6000000000000001,16.00182408319008
66.49,0.6000000000000001,15.98231727531022
66.492,0.6000000000000001,15.95881511185683
66.494,0.6000000000000001,15.931322295202982
66.496,0.6000000000000001,15.899844307829513
66.498,0.6000000000000001,15.864387411261815
66.5,0.5,15.824958644856222
66.502,0.6000000000000001,15.7815658244402
66.504,0.5,15.734217540805172
66.506,0.6000000000000001,15.682923158048784
66.508,0.6000000000000001,15.627692811772373
66.51,0.6000000000000001,15.56853740713185
66.512,0.6000000000000001,15.505468616737938
66.514,0.6000000000000001,15.438498878413352
66.516,0.6000000000000001,15.367641392804176
66.518,0.6000000000000001,15.29291012084093
66.52,0.6000000000000001,15.214319781058302
66.522,0.6000000000000001,15.13188584677023
66.524,0.6000000000000001,15.045624543095093
66.526,0.7000000000000002,14.955552843842211
66.528,0.7000000000000002,14.861688468251076
66.53,0.7000000000000002,14.76404987759116
66.532,0.7000000000000002,14.662656271612223
66.534,0.7000000000000002,14.557527584858153
66.536,0.7999999999999998,14.448684482839633
66.538,0.7999999999999998,14.336148358058676
66.54,0.7999999999999998,14.219941325899294
66.542,0.7999999999999998,14.100086220378666
66.544,0.8999999999999999,13.97660658975145
66.546,0.8999999999999999,13.849526691982815
66.548,1.0,13.718871490084016
66.55,0.8999999999999999,13.584666647302521
66.552,0.8999999999999999,13.446938522183714
66.554,0.8999999999999999,13.30571416349739
66.556,1.0,13.161021305020446
66.558,1.0,13.01288836019424
66.56,1.1,12.861344416649201
66.562,1.1,12.706419230587507
66.564,1.1,12.548143221043784
66.566,1.1,12.3865474640157
66.568,1.1,12.221663686454857
66.57,1.1,12.05352426013911
66.572,1.1,11.882162195417827
66.574,1.2000000000000002,11.707611134819787
66.576,1.2000000000000002,11.529905346546313
66.578,1.2000000000000002,11.349079717840477
66.58,1.2999999999999998,11.165169748221635
66.582,1.2999999999999998,10.97821154260917
66.584,1.2000000000000002,10.788241804325747
66.586,1.2000000000000002,10.595297827968832
66.588,1.2999999999999998,10.399417492175617
66.59,1.2999999999999998,10.200639252271145
66.592,1.2999999999999998,9.999002132787911
66.594,1.4,9.794545719883292
66.596,1.4,9.587310153644127
66.598,1.4,9.37733612026624
66.6,1.4,9.164664844136464
66.602,1.4,8.949338079806013
66.604,1.4,8.731398103842512
66.606,1.4,8.510887706589486
66.608,1.4,8.28785018382154
66.61,1.4,8.062329328282342
66.612,1.4,7.834369421135073
66.614,1.5,7.604015223313341
66.616,1.5,7.371311966759128
66.618,1.5,7.136305345578596
66.62,1.5,6.899041507103258
66.622,1.5,6.659567042842744
66.624,1.5,6.417928979361033
66.626,1.5,6.174174769063143
66.628,1.5999999999999996,5.928352280878311
66.63,1.5999999999999996,5.680509790872362
66.632,1.7000000000000002,5.43069597277596
66.634,1.7000000000000002,5.17895988841444
66.636,1.9000000000000004,4.925350978072771
66.638,2.0,4.669919050782042
66.64,2.3,4.412714274512863
66.642,2.7,4.153787166310061
66.644,3.0,3.8931885823547185
66.646,3.4000000000000004,3.6309697079387053
66.648,3.8,3.367182047388736
66.65,4.2,3.1018774139125154
66.652,4.7,2.8351079193913855
66.654,5.1,2.566925964091417
66.656,5.6,2.297384226330842
66.658,6.1,2.0265356520891924
66.66,6.6,1.7544334445428091
66.662,7.1,1.4811310535634044
66.664,7.6,1.2066821651647475
66.666,8.0,0.9311406908820706
66.668,8.5,0.6545607571212683
66.67,8.9,0.37699669446290274
66.672,9.4,0.09850302690532635
66.674,9.8,0.0
66.676,10.3,0.0
66.678,10.7,0.0
66.68,11.1,0.0
66.682,11.5,0.0
66.684,11.8,0.0
66.686,12.1,0.0
66.688,12.4,0.0
66.69,12.7,0.0
66.692,13.1,0.0
66.694,13.4,0.0
66.696,13.7,0.0
66.698,14.0,0.0
66.7,14.2,0.0
66.702,14.5,0.0
66.704,14.7,0.0
66.706,15.0,0.0
66.708,15.2,0.0
66.71,15.399999999999999,0.0
66.712,15.600000000000001,0.0
66.714,15.8,0.0
66.716,16.0,0.0
66.718,16.2,0.0
66.72,16.3,0.0
66.722,16.4,0.0
66.724,16.6,0.0
66.726,16.7,0.0
66.728,16.9,0.0
66.73,17.1,0.0
66.732,17.2,0.0
66.734,17.2,0.0
66.736,17.3,0.18210664239336066
66.738,17.4,0.4600687345108753
66.74,17.5,0.7370699379183984
66.742,17.7,1.013055892246624
66.744,17.7,1.287972439624256
66.746,17.8,1.561765635370492
66.748,17.9,1.8343817586421185
66.75,17.9,2.1057673230502836
66.752,17.9,2.3758690872097405
66.754,18.0,2.64463406523608
66.756,18.0,2.912009537205841
66.758,18.1,3.1779430595427978
66.76,18.1,3.4423824753457937
66.762,18.2,3.70527592467275
66.764,18.1,3.9665718547447915
66.766,18.1,4.226219030085599
66.768,18.1,4.484166542610441
66.77,18.1,4.740363821629398
66.772,18.1,4.994760643779748
66.774,18.1,5.247307142901651
66.776,18.1,5.497953819820572
66.778,18.1,5.746651552063643
66.78,18.1,5.9933516034864835
66.782,18.0,6.238005633836879
66.784,17.9,6.48056570821984
66.786,17.9,6.720984306478387
66.788,17.8,6.959214332503431
66.79,17.7,7.195209123439948
66.792,17.7,7.428922458803485
66.794,17.6,7.660308569520019
66.796,17.5,7.889322146857255
66.798,17.4,8.115918351261131
66.8,17.3,8.340052821110111
66.802,17.2,8.561681681356374
66.804,17.1,8.780761552067247
66.806,17.0,8.99724955687917
66.808,16.8,9.211103331334186
66.81,16.7,9.422281031112075
66.812,16.5,9.630741340169862
66.814,16.4,9.836443478759852
66.816,16.3,10.039347211338889
66.818,16.1,10.239412854380104
66.82,15.899999999999999,10.43660128405944
66.822,15.7,10.630873943829256
66.824,15.5,10.82219285188972
66.826,15.3,11.010520608531591
66.828,15.100000000000001,11.195820403362056
66.83,14.899999999999999,11.378056022424053
66.832,14.600000000000001,11.557191855183676
66.834,14.399999999999999,11.733192901397084
66.836,14.100000000000001,11.906024777866598
66.838,13.8,12.075653725062049
66.84,13.5,12.242046613618141
66.842,13.3,12.40517095071713
66.844,12.9,12.564994886334013
66.846,12.6,12.721487219354632
66.848,12.3,12.874617403575332
66.85,12.0,13.024355553562765
66.852,11.6,13.170672450383664
66.854,11.2,13.313539547212683
66.856,10.8,13.45292897479827
66.858,10.5,13.588813546795823
66.86,10.1,13.721166764975594
66.862,9.6,13.84996282428682
66.864,9.2,13.97517661778665
66.866,8.7,14.096783741440786
66.868,8.2,14.214760498778714
66.87,7.800000000000001,14.329083905411498
66.872,7.300000000000001,14.439731693418516
66.874,6.800000000000001,14.546682315587299
66.876,6.300000000000001,14.649914949514063
66.878,5.9,14.749409501570442
66.88,5.4,14.845146610722274
66.882,4.9,14.937107652207247
66.884,4.4,15.025274741076348
66.886,3.9000000000000004,15.109630735586448
66.888,3.5999999999999996,15.190159240450168
66.89,3.2,15.266844609947388
66.892,2.8,15.339671950887134
66.894,2.5,15.408627125425433
66.896,2.2,15.473696753742765
66.898,2.0,15.53486821657105
66.9,1.7999999999999998,15.5921296575779
66.902,1.7000000000000002,15.645469985602439
66.904,1.5999999999999996,15.69487887674874
66.906,1.5999999999999996,15.740346776328945
