Time (s),Light Intensity (%)
0.962,0.5
0.964,0.5
0.966,0.6
0.968,0.6
0.97,0.6
0.972,0.7
0.974,0.7
0.976,0.7
0.978,0.7
0.98,0.8
0.982,0.8
0.984,0.8
0.986,0.9
0.988,0.9
0.99,1
0.992,1
0.994,1
0.996,1
0.998,1
1,1
1.002,1
1.004,1.1
1.006,1.2
1.008,1.3
1.01,1.4
1.012,1.6
1.014,2
1.016,2.8
1.018,4.3
1.02,6.6
1.022,9.5
1.024,12.7
1.026,16.4
1.028,20.1
1.03,23.9
1.032,27.7
1.034,31.5
1.036,35.4
1.038,39.1
1.04,42.8
1.042,46.4
1.044,50
1.046,53.5
1.048,57
1.05,60.4
1.052,63.9
1.054,67.2
1.056,70.6
1.058,73.8
1.06,77
1.062,80.1
1.064,83.2
1.066,86.2
1.068,89.3
1.07,92.3
1.072,95.1
1.074,95.1
1.076,95.1
1.078,95.1
1.08,95.1
1.082,95.1
1.084,95.1
1.086,95.1
1.088,95.1
1.09,95.1
1.092,95.1
1.094,95.1
1.096,95.1
1.098,95.1
1.1,95.1
1.102,95.1
1.104,95.1
1.106,95.1
1.108,95.1
1.11,95.1
1.112,95.1
1.114,95.1
1.116,95.1
1.118,95.1
1.12,95.1
1.122,95.1
1.124,95.1
1.126,95.1
1.128,95.1
1.13,95.1
1.132,95.1
1.134,95.1
1.136,95.1
1.138,95.1
1.14,95.1
1.142,95.1
1.144,95.1
1.146,95.1
1.148,95.1
1.15,95.1
1.152,95.1
1.154,95.1
1.156,95.1
1.158,95.1
1.16,95.1
1.162,95.1
1.164,95.1
1.166,95.1
1.168,95.1
1.17,95.1
1.172,95.1
1.174,95.1
1.176,95.1
1.178,95.1
1.18,95.1
1.182,95.1
1.184,95.1
1.186,95.1
1.188,95.1
1.19,95.1
1.192,95.1
1.194,95.1
1.196,95.1
1.198,95.1
1.2,95.1
1.202,95.1
1.204,95.1
1.206,95.1
1.208,95.1
1.21,95.1
1.212,95.1
1.214,95.1
1.216,95.1
1.218,95.1
1.22,95.1
1.222,95.1
1.224,95.1
1.226,95.1
1.228,95.1
1.23,95.1
1.232,95.1
1.234,95.1
1.236,95.1
1.238,95.1
1.24,95.1
1.242,95.1
1.244,95.1
1.246,95.1
1.248,95.1
1.25,95.1
1.252,95.1
1.254,95.1
1.256,95.1
1.258,95.1
1.26,95.1
1.262,95.1
1.264,95.1
1.266,95.1
1.268,95.1
1.27,95.1
1.272,95.1
1.274,95.1
1.276,95.1
1.278,95.1
1.28,95.1
1.282,95.1
1.284,95.1
1.286,95.1
1.288,95.1
1.29,95.1
1.292,95.1
1.294,95.1
1.296,95.1
1.298,95.1
1.3,95.1
1.302,95.1
1.304,95.1
1.306,94.4
1.308,91.6
1.31,88.7
1.312,85.5
1.314,82.5
1.316,79.4
1.318,76.3
1.32,73
1.322,69.8
1.324,66.4
1.326,63.1
1.328,59.6
1.33,56.1
1.332,52.5
1.334,49
1.336,45.4
1.338,41.7
1.34,38
1.342,34.3
1.344,30.4
1.346,26.6
1.348,22.7
1.35,18.8
1.352,15.1
1.354,11.6
1.356,8.4
1.358,5.8
1.36,3.8
1.362,2.5
1.364,1.8
1.366,1.5
1.368,1.3
1.37,1.2
1.372,1.2
1.374,1.1
1.376,1.1
1.378,1
1.38,1
1.382,1
1.384,0.9
1.386,1
1.388,1
1.39,0.9
1.392,0.9
1.394,0.8
1.396,0.8
1.398,0.8
1.4,0.7
1.402,0.7
1.404,0.7
1.406,0.7
1.408,0.6
1.41,0.6
1.412,0.6
1.414,0.5
1.416,0.5
1.418,0.5
1.42,0.5
1.422,0.5
1.424,0.5
1.426,0.5
1.428,0.5
1.43,0.4
1.432,0.5
1.434,0.5
1.436,0.6
1.438,0.7
1.44,1
1.442,1.7
1.444,2.7
1.446,4.5
1.448,6.7
1.45,9.7
1.452,12.9
1.454,16.4
1.456,20
1.458,23.6
1.46,27.3
1.462,31
1.464,34.6
1.466,38.3
1.468,41.9
1.47,45.6
1.472,49.2
1.474,52.8
1.476,56.4
1.478,60.1
1.48,63.7
1.482,67.2
1.484,70.7
1.486,74.3
1.488,77.7
1.49,81.3
1.492,84.7
1.494,88
1.496,91.3
1.498,94.4
1.5,95.1
1.502,95.1
1.504,95.1
1.506,95.1
1.508,95.1
1.51,95.1
1.512,95.1
1.514,95.1
1.516,95.1
1.518,95.1
1.52,95.1
1.522,95.1
1.524,95.1
1.526,95.1
1.528,95.1
1.53,95.1
1.532,95.1
1.534,95.1
1.536,95.1
1.538,95.1
1.54,95.1
1.542,95.1
1.544,95.1
1.546,95.1
1.548,95.1
1.55,95.1
1.552,95.1
1.554,95.1
1.556,95.1
1.558,95.1
1.56,95.1
1.562,95.1
1.564,95.1
1.566,95.1
1.568,95.1
1.57,95.1
1.572,95.1
1.574,95.1
1.576,95.1
1.578,95.1
1.58,95.1
1.582,95.1
1.584,95.1
1.586,95.1
1.588,95.1
1.59,95.1
1.592,95.1
1.594,95.1
1.596,95.1
1.598,95.1
1.6,95.1
1.602,95.1
1.604,95.1
1.606,95.1
1.608,95.1
1.61,95.1
1.612,95.1
1.614,95.1
1.616,95.1
1.618,95.1
1.62,95.1
1.622,95.1
1.624,95.1
1.626,95.1
1.628,95.1
1.63,95.1
1.632,95.1
1.634,95.1
1.636,95.1
1.638,95.1
1.64,95.1
1.642,95.1
1.644,95.1
1.646,95.1
1.648,95.1
1.65,95.1
1.652,95.1
1.654,95.1
1.656,95.1
1.658,95.1
1.66,95.1
1.662,95.1
1.664,95.1
1.666,95.1
1.668,95.1
1.67,95.1
1.672,95.1
1.674,95.1
1.676,95.1
1.678,95.1
1.68,95.1
1.682,95.1
1.684,95.1
1.686,95.1
1.688,95.1
1.69,95.1
1.692,95.1
1.694,95.1
1.696,95.1
1.698,95.1
1.7,95.1
1.702,95.1
1.704,95.1
1.706,95.1
1.708,95.1
1.71,95.1
1.712,95.1
1.714,95.1
1.716,95.1
1.718,95.1
1.72,95.1
1.722,95.1
1.724,95.1
1.726,95.1
1.728,95.1
1.73,95.1
1.732,95.1
1.734,95.1
1.736,95.1
1.738,95.1
1.74,95.1
1.742,95.1
1.744,95.1
1.746,95.1
1.748,95.1
1.75,95.1
1.752,92.6
1.754,89.4
1.756,86
1.758,82.7
1.76,79.3
1.762,75.8
1.764,72.3
1.766,68.7
1.768,65.2
1.77,61.8
1.772,58.2
1.774,54.7
1.776,51
1.778,47.4
1.78,43.7
1.782,40
1.784,36.4
1.786,32.8
1.788,29.2
1.79,25.6
1.792,22
1.794,18.3
1.796,14.7
1.798,11.3
1.8,8.3
1.802,5.7
1.804,3.6
1.806,2.1
1.808,1.3
1.81,0.9
1.812,0.6
1.814,0.5
1.816,0.5
1.818,0.5
1.82,0.5
1.822,0.5
1.824,0.5
1.826,0.5
1.828,0.5
1.83,0.5
1.832,0.5
1.834,0.5
1.836,0.5
1.838,0.6
1.84,0.6
1.842,0.6
1.844,0.6
1.846,0.6
1.848,0.7
1.85,0.7
1.852,0.8
1.854,0.8
1.856,0.9
1.858,0.9
1.86,0.9
1.862,0.9
1.864,0.9
1.866,0.9
1.868,1
1.87,1
1.872,1
1.874,1.1
1.876,1.1
1.878,1.2
1.88,1.2
1.882,1.4
1.884,1.6
1.886,2.1
1.888,3.1
1.89,4.7
1.892,7
1.894,9.9
1.896,13.2
1.898,16.8
1.9,20.6
1.902,24.4
1.904,28.2
1.906,32
1.908,35.8
1.91,39.6
1.912,43.2
1.914,46.8
1.916,50.4
1.918,53.9
1.92,57.4
1.922,60.8
1.924,64.2
1.926,67.5
1.928,70.8
1.93,74
1.932,77.1
1.934,80.3
1.936,83.4
1.938,86.4
1.94,89.5
1.942,92.4
1.944,95.1
1.946,95.1
1.948,95.1
1.95,95.1
1.952,95.1
1.954,95.1
1.956,95.1
1.958,95.1
1.96,95.1
1.962,95.1
1.964,95.1
1.966,95.1
1.968,95.1
1.97,95.1
1.972,95.1
1.974,95.1
1.976,95.1
1.978,95.1
1.98,95.1
1.982,95.1
1.984,95.1
1.986,95.1
1.988,95.1
1.99,95.1
1.992,95.1
1.994,95.1
1.996,95.1
1.998,95.1
2,95.1
2.002,95.1
2.004,95.1
2.006,95.1
2.008,95.1
2.01,95.1
2.012,95.1
2.014,95.1
2.016,95.1
2.018,95.1
2.02,95.1
2.022,95.1
2.024,95.1
2.026,95.1
2.028,95.1
2.03,95.1
2.032,95.1
2.034,95.1
2.036,95.1
2.038,95.1
2.04,95.1
2.042,95.1
2.044,95.1
2.046,95.1
2.048,95.1
2.05,95.1
2.052,95.1
2.054,95.1
2.056,95.1
2.058,95.1
2.06,95.1
2.062,95.1
2.064,95.1
2.066,95.1
2.068,95.1
2.07,95.1
2.072,95.1
2.074,95.1
2.076,95.1
2.078,95.1
2.08,95.1
2.082,95.1
2.084,95.1
2.086,95.1
2.088,95.1
2.09,95.1
2.092,95.1
2.094,95.1
2.096,95.1
2.098,95.1
2.1,95.1
2.102,95.1
2.104,95.1
2.106,95.1
2.108,95.1
2.11,95.1
2.112,95.1
2.114,95.1
2.116,95.1
2.118,95.1
2.12,95.1
2.122,95.1
2.124,95.1
2.126,95.1
2.128,95.1
2.13,95.1
2.132,95.1
2.134,95.1
2.136,95.1
2.138,95.1
2.14,95.1
2.142,95.1
2.144,95.1
2.146,95.1
2.148,95.1
2.15,95.1
2.152,95.1
2.154,95.1
2.156,95.1
2.158,95.1
2.16,95.1
2.162,95.1
2.164,95.1
2.166,95.1
2.168,95.1
2.17,95.1
2.172,95.1
2.174,95.1
2.176,95.1
2.178,93.3
2.18,90.3
2.182,87.4
2.184,84.4
2.186,81.3
2.188,78.2
2.19,75.1
2.192,71.9
2.194,68.6
2.196,65.1
2.198,61.7
2.2,58.3
2.202,54.9
2.204,51.4
2.206,47.8
2.208,44.1
2.21,40.4
2.212,36.7
2.214,32.9
2.216,29.1
2.218,25.3
2.22,21.5
2.222,17.7
2.224,14
2.226,10.5
2.228,7.5
2.23,5.1
2.232,3.3
2.234,2.2
2.236,1.8
2.238,1.4
2.24,1.3
2.242,1.2
2.244,1.1
2.246,1
2.248,1
2.25,1
2.252,1
2.254,1
2.256,1
2.258,1
2.26,0.9
2.262,0.9
2.264,0.8
2.266,0.8
2.268,0.8
2.27,0.8
2.272,0.8
2.274,0.7
2.276,0.7
2.278,0.6
2.28,0.6
2.282,0.5
2.284,0.6
2.286,0.6
2.288,0.5
2.29,0.5
2.292,0.5
2.294,0.5
2.296,0.4
2.298,0.4
2.3,0.5
2.302,0.5
2.304,0.5
2.306,0.6
2.308,0.6
2.31,0.8
2.312,1.1
2.314,1.8
2.316,2.9
2.318,4.8
2.32,7.2
2.322,10.2
2.324,13.4
2.326,16.9
2.328,20.5
2.33,24.1
2.332,27.7
2.334,31.4
2.336,35.2
2.338,38.8
2.34,42.4
2.342,46.1
2.344,49.6
2.346,53.2
2.348,56.8
2.35,60.4
2.352,64.1
2.354,67.6
2.356,71.1
2.358,74.6
2.36,78
2.362,81.4
2.364,84.9
2.366,88.2
2.368,91.5
2.37,94.7
2.372,95.1
2.374,95.1
2.376,95.1
2.378,95.1
2.38,95.1
2.382,95.1
2.384,95.1
2.386,95.1
2.388,95.1
2.39,95.1
2.392,95.1
2.394,95.1
2.396,95.1
2.398,95.1
2.4,95.1
2.402,95.1
2.404,95.1
2.406,95.1
2.408,95.1
2.41,95.1
2.412,95.1
2.414,95.1
2.416,95.1
2.418,95.1
2.42,95.1
2.422,95.1
2.424,95.1
2.426,95.1
2.428,95.1
2.43,95.1
2.432,95.1
2.434,95.1
2.436,95.1
2.438,95.1
2.44,95.1
2.442,95.1
2.444,95.1
2.446,95.1
2.448,95.1
2.45,95.1
2.452,95.1
2.454,95.1
2.456,95.1
2.458,95.1
2.46,95.1
2.462,95.1
2.464,95.1
2.466,95.1
2.468,95.1
2.47,95.1
2.472,95.1
2.474,95.1
2.476,95.1
2.478,95.1
2.48,95.1
2.482,95.1
2.484,95.1
2.486,95.1
2.488,95.1
2.49,95.1
2.492,95.1
2.494,95.1
2.496,95.1
2.498,95.1
2.5,95.1
2.502,95.1
2.504,95.1
2.506,95.1
2.508,95.1
2.51,95.1
2.512,95.1
2.514,95.1
2.516,95.1
2.518,95.1
2.52,95.1
2.522,95.1
2.524,95.1
2.526,95.1
2.528,95.1
2.53,95.1
2.532,95.1
2.534,95.1
2.536,95.1
2.538,95.1
2.54,95.1
2.542,95.1
2.544,95.1
2.546,95.1
2.548,95.1
2.55,95.1
2.552,95.1
2.554,95.1
2.556,95.1
2.558,95.1
2.56,95.1
2.562,95.1
2.564,95.1
2.566,95.1
2.568,95.1
2.57,95.1
2.572,95.1
2.574,95.1
2.576,95.1
2.578,95.1
2.58,95.1
2.582,95.1
2.584,95.1
2.586,95.1
2.588,95.1
2.59,95.1
2.592,95.1
2.594,95.1
2.596,95.1
2.598,95.1
2.6,95.1
2.602,95.1
2.604,95.1
2.606,95.1
2.608,95.1
2.61,95.1
2.612,95.1
2.614,95.1
2.616,95.1
2.618,95.1
2.62,95.1
2.622,94.4
2.624,91.3
2.626,88.1
2.628,84.8
2.63,81.3
2.632,77.9
2.634,74.4
2.636,71.1
2.638,67.6
2.64,64.1
2.642,60.5
2.644,56.8
2.646,53.3
2.648,49.7
2.65,46.1
2.652,42.6
2.654,38.9
2.656,35.4
2.658,31.7
2.66,28
2.662,24.4
2.664,20.7
2.666,17.1
2.668,13.7
2.67,10.4
2.672,7.5
2.674,5.1
2.676,3.1
2.678,1.9
2.68,1.1
2.682,0.8
2.684,0.6
2.686,0.6
2.688,0.5
2.69,0.5
2.692,0.5
2.694,0.5
2.696,0.5
2.698,0.4
2.7,0.4
2.702,0.5
2.704,0.5
2.706,0.6
2.708,0.6
2.71,0.6
2.712,0.6
2.714,0.6
2.716,0.6
2.718,0.7
2.72,0.7
2.722,0.8
2.724,0.8
2.726,0.8
2.728,0.8
2.73,0.8
2.732,0.9
2.734,0.9
2.736,0.9
2.738,1
2.74,1
2.742,1
2.744,1
2.746,1.1
2.748,1.1
2.75,1.1
2.752,1.3
2.754,1.4
2.756,1.7
2.758,2.2
2.76,3.3
2.762,5
2.764,7.3
2.766,10.4
2.768,13.7
2.77,17.4
2.772,21.2
2.774,25
2.776,28.7
2.778,32.4
2.78,36.1
2.782,39.8
2.784,43.6
2.786,47.2
2.788,50.8
2.79,54.2
2.792,57.7
2.794,61
2.796,64.4
2.798,67.7
2.8,71
2.802,74.2
2.804,77.3
2.806,80.5
2.808,83.6
2.81,86.5
2.812,89.6
2.814,92.4
2.816,95.1
2.818,95.1
2.82,95.1
2.822,95.1
2.824,95.1
2.826,95.1
2.828,95.1
2.83,95.1
2.832,95.1
2.834,95.1
2.836,95.1
2.838,95.1
2.84,95.1
2.842,95.1
2.844,95.1
2.846,95.1
2.848,95.1
2.85,95.1
2.852,95.1
2.854,95.1
2.856,95.1
2.858,95.1
2.86,95.1
2.862,95.1
2.864,95.1
2.866,95.1
2.868,95.1
2.87,95.1
2.872,95.1
2.874,95.1
2.876,95.1
2.878,95.1
2.88,95.1
2.882,95.1
2.884,95.1
2.886,95.1
2.888,95.1
2.89,95.1
2.892,95.1
2.894,95.1
2.896,95.1
2.898,95.1
2.9,95.1
2.902,95.1
2.904,95.1
2.906,95.1
2.908,95.1
2.91,95.1
2.912,95.1
2.914,95.1
2.916,95.1
2.918,95.1
2.92,95.1
2.922,95.1
2.924,95.1
2.926,95.1
2.928,95.1
2.93,95.1
2.932,95.1
2.934,95.1
2.936,95.1
2.938,95.1
2.94,95.1
2.942,95.1
2.944,95.1
2.946,95.1
2.948,95.1
2.95,95.1
2.952,95.1
2.954,95.1
2.956,95.1
2.958,95.1
2.96,95.1
2.962,95.1
2.964,95.1
2.966,95.1
2.968,95.1
2.97,95.1
2.972,95.1
2.974,95.1
2.976,95.1
2.978,95.1
2.98,95.1
2.982,95.1
2.984,95.1
2.986,95.1
2.988,95.1
2.99,95.1
2.992,95.1
2.994,95.1
2.996,95.1
2.998,95.1
3,95.1
3.002,95.1
3.004,95.1
3.006,95.1
3.008,95.1
3.01,95.1
3.012,95.1
3.014,95.1
3.016,95.1
3.018,95.1
3.02,95.1
3.022,95.1
3.024,95.1
3.026,95.1
3.028,95.1
3.03,95.1
3.032,95.1
3.034,95.1
3.036,95.1
3.038,95.1
3.04,95.1
3.042,95.1
3.044,95.1
3.046,95.1
3.048,94.7
3.05,92
3.052,89.2
3.054,86.2
3.056,83.2
3.058,80.2
3.06,77.1
3.062,73.8
3.064,70.5
3.066,67.2
3.068,63.9
3.07,60.5
3.072,57.1
3.074,53.6
3.076,50.2
3.078,46.6
3.08,43
3.082,39.3
3.084,35.5
3.086,31.7
3.088,27.9
3.09,24.1
3.092,20.3
3.094,16.5
3.096,12.9
3.098,9.6
3.1,6.7
3.102,4.5
3.104,2.9
3.106,2.1
3.108,1.7
3.11,1.4
3.112,1.2
3.114,1.2
3.116,1.1
3.118,1
3.12,1.1
3.122,1
3.124,1
3.126,1
3.128,1
3.13,0.9
3.132,0.9
3.134,0.9
3.136,0.9
3.138,0.8
3.14,0.8
3.142,0.8
3.144,0.7
3.146,0.7
3.148,0.6
3.15,0.6
3.152,0.6
3.154,0.6
3.156,0.6
3.158,0.6
3.16,0.5
3.162,0.5
3.164,0.4
3.166,0.5
3.168,0.5
3.17,0.4
3.172,0.5
3.174,0.5
3.176,0.5
3.178,0.5
3.18,0.6
3.182,0.7
3.184,1.2
3.186,2
3.188,3.3
3.19,5.2
3.192,7.7
3.194,10.6
3.196,14
3.198,17.4
3.2,21
3.202,24.6
3.204,28.3
3.206,31.9
3.208,35.5
3.21,39.3
3.212,42.8
3.214,46.5
3.216,50.1
3.218,53.7
3.22,57.3
3.222,60.9
3.224,64.5
3.226,67.9
3.228,71.4
3.23,74.8
3.232,78.2
3.234,81.7
3.236,85.2
3.238,88.5
3.24,91.7
3.242,94.8
3.244,95.1
3.246,95.1
3.248,95.1
3.25,95.1
3.252,95.1
3.254,95.1
3.256,95.1
3.258,95.1
3.26,95.1
3.262,95.1
3.264,95.1
3.266,95.1
3.268,95.1
3.27,95.1
3.272,95.1
3.274,95.1
3.276,95.1
3.278,95.1
3.28,95.1
3.282,95.1
3.284,95.1
3.286,95.1
3.288,95.1
3.29,95.1
3.292,95.1
3.294,95.1
3.296,95.1
3.298,95.1
3.3,95.1
3.302,95.1
3.304,95.1
3.306,95.1
3.308,95.1
3.31,95.1
3.312,95.1
3.314,95.1
3.316,95.1
3.318,95.1
3.32,95.1
3.322,95.1
3.324,95.1
3.326,95.1
3.328,95.1
3.33,95.1
3.332,95.1
3.334,95.1
3.336,95.1
3.338,95.1
3.34,95.1
3.342,95.1
3.344,95.1
3.346,95.1
3.348,95.1
3.35,95.1
3.352,95.1
3.354,95.1
3.356,95.1
3.358,95.1
3.36,95.1
3.362,95.1
3.364,95.1
3.366,95.1
3.368,95.1
3.37,95.1
3.372,95.1
3.374,95.1
3.376,95.1
3.378,95.1
3.38,95.1
3.382,95.1
3.384,95.1
3.386,95.1
3.388,95.1
3.39,95.1
3.392,95.1
3.394,95.1
3.396,95.1
3.398,95.1
3.4,95.1
3.402,95.1
3.404,95.1
3.406,95.1
3.408,95.1
3.41,95.1
3.412,95.1
3.414,95.1
3.416,95.1
3.418,95.1
3.42,95.1
3.422,95.1
3.424,95.1
3.426,95.1
3.428,95.1
3.43,95.1
3.432,95.1
3.434,95.1
3.436,95.1
3.438,95.1
3.44,95.1
3.442,95.1
3.444,95.1
3.446,95.1
3.448,95.1
3.45,95.1
3.452,95.1
3.454,95.1
3.456,95.1
3.458,95.1
3.46,95.1
3.462,95.1
3.464,95.1
3.466,95.1
3.468,95.1
3.47,95.1
3.472,95.1
3.474,95.1
3.476,95.1
3.478,95.1
3.48,95.1
3.482,95.1
3.484,95.1
3.486,95.1
3.488,95.1
3.49,95.1
3.492,95.1
3.494,93.4
3.496,90.1
3.498,86.9
3.5,83.6
3.502,80.2
3.504,76.8
3.506,73.4
3.508,69.9
3.51,66.4
3.512,62.9
3.514,59.4
3.516,55.8
3.518,52.2
3.52,48.6
3.522,45.1
3.524,41.5
3.526,37.9
3.528,34.3
3.53,30.7
3.532,27.1
3.534,23.4
3.536,19.7
