Time (s),Light Intensity (%)
93.152,95.1
93.154,95.1
93.156,95.1
93.158,95.1
93.16,95.1
93.162,95.1
93.164,95.1
93.166,95.1
93.168,95.1
93.17,95.1
93.172,95.1
93.174,95.1
93.176,95.1
93.178,95.1
93.18,95.1
93.182,95.1
93.184,95.1
93.186,95.1
93.188,95.1
93.19,95.1
93.192,95.1
93.194,95.1
93.196,95.1
93.198,95.1
93.2,95.1
93.202,95.1
93.204,95.1
93.206,94.7
93.208,93.4
93.21,91.9
93.212,90.4
93.214,88.8
93.216,87.2
93.218,85.5
93.22,83.9
93.222,82.2
93.224,80.5
93.226,78.6
93.228,76.9
93.23,75
93.232,73
93.234,71.1
93.236,69.2
93.238,67.2
93.24,65.2
93.242,63.3
93.244,61.2
93.246,59.1
93.248,57
93.25,54.8
93.252,52.6
93.254,50.5
93.256,48.3
93.258,46.1
93.26,43.9
93.262,41.6
93.264,39.4
93.266,37
93.268,34.8
93.27,32.4
93.272,30.1
93.274,27.7
93.276,25.4
93.278,23
93.28,20.7
93.282,18.3
93.284,15.9
93.286,13.6
93.288,11.4
93.29,9.4
93.292,7.4
93.294,5.8
93.296,4.3
93.298,3
93.3,2.1
93.302,1.5
93.304,1
93.306,0.8
93.308,0.7
93.31,0.6
93.312,0.6
93.314,0.5
93.316,0.5
93.318,0.5
93.32,0.5
93.322,0.5
93.324,0.5
93.326,0.5
93.328,0.5
93.33,0.5
93.332,0.5
93.334,0.5
93.336,0.5
93.338,0.5
93.34,0.5
93.342,0.6
93.344,0.6
93.346,0.6
93.348,0.6
93.35,0.6
93.352,0.6
93.354,0.6
93.356,0.7
93.358,0.7
93.36,0.8
93.362,0.8
93.364,0.8
93.366,0.8
93.368,0.8
93.37,0.8
93.372,0.9
93.374,0.9
93.376,0.9
93.378,0.9
93.38,1
93.382,0.9
93.384,0.9
93.386,1
93.388,1
93.39,1
93.392,1.1
93.394,1
93.396,1.1
93.398,1.1
93.4,1.1
93.402,1.1
93.404,1.2
93.406,1.2
93.408,1.3
93.41,1.4
93.412,1.6
93.414,1.9
93.416,2.1
93.418,2.7
93.42,3.7
93.422,4.9
93.424,6.4
93.426,8.2
93.428,10.3
93.43,12.4
93.432,14.6
93.434,17
93.436,19.4
93.438,21.9
93.44,24.2
93.442,26.7
93.444,29
93.446,31.3
93.448,33.6
93.45,35.9
93.452,38.1
93.454,40.3
93.456,42.5
93.458,44.7
93.46,46.8
93.462,48.8
93.464,50.9
93.466,52.8
93.468,54.8
93.47,56.7
93.472,58.6
93.474,60.5
93.476,62.3
93.478,64.2
93.48,65.8
93.482,67.5
93.484,69.1
93.486,70.8
93.488,72.5
93.49,74
93.492,75.5
93.494,77
93.496,78.4
93.498,79.8
93.5,81.1
93.502,82.4
93.504,83.8
93.506,85
93.508,86.2
93.51,87.5
93.512,88.6
93.514,89.6
93.516,90.7
93.518,91.7
93.52,92.7
93.522,93.7
93.524,94.5
93.526,95.1
93.528,95.1
93.53,95.1
93.532,95.1
93.534,95.1
93.536,95.1
93.538,95.1
93.54,95.1
93.542,95.1
93.544,95.1
93.546,95.1
93.548,95.1
93.55,95.1
93.552,95.1
93.554,95.1
93.556,95.1
93.558,95.1
93.56,95.1
93.562,95.1
93.564,95.1
93.566,95.1
93.568,95.1
93.57,95.1
93.572,95.1
93.574,95.1
93.576,95.1
93.578,95.1
93.58,95.1
93.582,95.1
93.584,95.1
93.586,95.1
93.588,95.1
93.59,95.1
93.592,95.1
93.594,95.1
93.596,95.1
93.598,95.1
93.6,95.1
93.602,95.1
93.604,95.1
93.606,95.1
93.608,95.1
93.61,95.1
93.612,95.1
93.614,95.1
93.616,94.6
93.618,93.8
93.62,92.8
93.622,91.9
93.624,90.9
93.626,89.8
93.628,88.7
93.63,87.5
93.632,86.3
93.634,85.2
93.636,83.9
93.638,82.6
93.64,81.3
93.642,80
93.644,78.6
93.646,77.1
93.648,75.7
93.65,74.1
93.652,72.7
93.654,71.1
93.656,69.4
93.658,67.8
93.66,66.1
93.662,64.4
93.664,62.6
93.666,60.7
93.668,58.9
93.67,57
93.672,55.1
93.674,53.1
93.676,51.2
93.678,49.1
93.68,47.1
93.682,44.9
93.684,42.8
93.686,40.6
93.688,38.4
93.69,36.2
93.692,34
93.694,31.6
93.696,29.3
93.698,27
93.7,24.5
93.702,22.2
93.704,19.7
93.706,17.4
93.708,15
93.71,12.7
93.712,10.5
93.714,8.5
93.716,6.7
93.718,5.2
93.72,3.9
93.722,2.9
93.724,2.3
93.726,2
93.728,1.7
93.73,1.4
93.732,1.3
93.734,1.2
93.736,1.2
93.738,1.1
93.74,1.1
93.742,1.1
93.744,1.1
93.746,1.1
93.748,1
93.75,1
93.752,1
93.754,0.9
93.756,0.9
93.758,1
93.76,1
93.762,0.9
93.764,0.9
93.766,0.9
93.768,0.8
93.77,0.8
93.772,0.8
93.774,0.8
93.776,0.8
93.778,0.8
93.78,0.7
93.782,0.7
93.784,0.6
93.786,0.6
93.788,0.6
93.79,0.6
93.792,0.6
93.794,0.6
93.796,0.6
93.798,0.6
93.8,0.5
93.802,0.5
93.804,0.5
93.806,0.5
93.808,0.5
93.81,0.5
93.812,0.5
93.814,0.5
93.816,0.4
93.818,0.4
93.82,0.5
93.822,0.5
93.824,0.5
93.826,0.6
93.828,0.6
93.83,0.6
93.832,0.7
93.834,0.8
93.836,1
93.838,1.4
93.84,2
93.842,2.8
93.844,4
93.846,5.4
93.848,6.9
93.85,8.8
93.852,10.8
93.854,13
93.856,15.2
93.858,17.6
93.86,20
93.862,22.4
93.864,24.7
93.866,27.1
93.868,29.4
93.87,31.7
93.872,34
93.874,36.3
93.876,38.7
93.878,40.9
93.88,43.2
93.882,45.3
93.884,47.5
93.886,49.7
93.888,51.9
93.89,54.1
93.892,56.2
93.894,58.3
93.896,60.4
93.898,62.4
93.9,64.4
93.902,66.4
93.904,68.4
93.906,70.3
93.908,72.3
93.91,74.1
93.912,76
93.914,77.7
93.916,79.5
93.918,81.3
93.92,83
93.922,84.7
93.924,86.3
93.926,88
93.928,89.6
93.93,91
93.932,92.5
93.934,93.8
93.936,95.1
93.938,95.1
93.94,95.1
93.942,95.1
93.944,95.1
93.946,95.1
93.948,95.1
93.95,95.1
93.952,95.1
93.954,95.1
93.956,95.1
93.958,95.1
93.96,95.1
93.962,95.1
93.964,95.1
93.966,95.1
93.968,95.1
93.97,95.1
93.972,95.1
93.974,95.1
93.976,95.1
93.978,95.1
93.98,95.1
93.982,95.1
93.984,95.1
93.986,95.1
93.988,95.1
93.99,95.1
93.992,95.1
93.994,95.1
93.996,95.1
93.998,95.1
94,95.1
94.002,95.1
94.004,95.1
94.006,95.1
94.008,95.1
94.01,95.1
94.012,95.1
94.014,95.1
94.016,95.1
94.018,95.1
94.02,95.1
94.022,95.1
94.024,95.1
94.026,95.1
94.028,95.1
94.03,95.1
94.032,95.1
94.034,95.1
94.036,95.1
94.038,95.1
94.04,95.1
94.042,95.1
94.044,95.1
94.046,95.1
94.048,95.1
94.05,95.1
94.052,95.1
94.054,95.1
94.056,95.1
94.058,95.1
94.06,95.1
94.062,95.1
94.064,95.1
94.066,95.1
94.068,95.1
94.07,95.1
94.072,95.1
94.074,95.1
94.076,95
94.078,93.8
94.08,92.3
94.082,90.8
94.084,89.3
94.086,87.7
94.088,86
94.09,84.5
94.092,82.8
94.094,81.1
94.096,79.3
94.098,77.5
94.1,75.7
94.102,73.8
94.104,72
94.106,70.1
94.108,68.2
94.11,66.2
94.112,64.2
94.114,62.1
94.116,60.1
94.118,58
94.12,55.9
94.122,53.7
94.124,51.7
94.126,49.4
94.128,47.3
94.13,45
94.132,42.8
94.134,40.5
94.136,38.2
94.138,35.9
94.14,33.7
94.142,31.3
94.144,29.1
94.146,26.8
94.148,24.3
94.15,22
94.152,19.5
94.154,17.2
94.156,14.9
94.158,12.7
94.16,10.5
94.162,8.5
94.164,6.6
94.166,5.1
94.168,3.7
94.17,2.6
94.172,1.9
94.174,1.3
94.176,1
94.178,0.8
94.18,0.7
94.182,0.6
94.184,0.5
94.186,0.5
94.188,0.5
94.19,0.5
94.192,0.5
94.194,0.5
94.196,0.5
94.198,0.5
94.2,0.4
94.202,0.5
94.204,0.5
94.206,0.5
94.208,0.5
94.21,0.6
94.212,0.6
94.214,0.6
94.216,0.6
94.218,0.6
94.22,0.6
94.222,0.6
94.224,0.6
94.226,0.7
94.228,0.8
94.23,0.7
94.232,0.7
94.234,0.7
94.236,0.7
94.238,0.8
94.24,0.8
94.242,0.8
94.244,0.9
94.246,0.9
94.248,0.9
94.25,0.9
94.252,0.9
94.254,0.9
94.256,1
94.258,1
94.26,1
94.262,1
94.264,1
94.266,1
94.268,1
94.27,1.1
94.272,1.1
94.274,1.2
94.276,1.2
94.278,1.3
94.28,1.3
94.282,1.4
94.284,1.6
94.286,1.9
94.288,2.2
94.29,2.9
94.292,3.9
94.294,5.2
94.296,6.6
94.298,8.5
94.3,10.4
94.302,12.6
94.304,14.9
94.306,17.3
94.308,19.7
94.31,22.1
94.312,24.5
94.314,26.9
94.316,29.1
94.318,31.4
94.32,33.8
94.322,36
94.324,38.3
94.326,40.5
94.328,42.7
94.33,44.8
94.332,46.9
94.334,48.9
94.336,50.9
94.338,52.9
94.34,54.9
94.342,56.8
94.344,58.7
94.346,60.5
94.348,62.2
94.35,64.1
94.352,65.7
94.354,67.4
94.356,69.1
94.358,70.7
94.36,72.4
94.362,73.9
94.364,75.4
94.366,76.8
94.368,78.2
94.37,79.6
94.372,81
94.374,82.2
94.376,83.6
94.378,84.9
94.38,86
94.382,87.1
94.384,88.3
94.386,89.4
94.388,90.4
94.39,91.5
94.392,92.5
94.394,93.4
94.396,94.2
94.398,95
94.4,95.1
94.402,95.1
94.404,95.1
94.406,95.1
94.408,95.1
94.41,95.1
94.412,95.1
94.414,95.1
94.416,95.1
94.418,95.1
94.42,95.1
94.422,95.1
94.424,95.1
94.426,95.1
94.428,95.1
94.43,95.1
94.432,95.1
94.434,95.1
94.436,95.1
94.438,95.1
94.44,95.1
94.442,95.1
94.444,95.1
94.446,95.1
94.448,95.1
94.45,95.1
94.452,95.1
94.454,95.1
94.456,95.1
94.458,95.1
94.46,95.1
94.462,95.1
94.464,95.1
94.466,95.1
94.468,95.1
94.47,95.1
94.472,95.1
94.474,95.1
94.476,95.1
94.478,95.1
94.48,95.1
94.482,95.1
94.484,95.1
94.486,94.6
94.488,93.8
94.49,93
94.492,92
94.494,91
94.496,90
94.498,88.9
94.5,87.8
94.502,86.6
94.504,85.4
94.506,84.2
94.508,83
94.51,81.7
94.512,80.4
94.514,79
94.516,77.5
94.518,76.2
94.52,74.7
94.522,73.1
94.524,71.7
94.526,70.1
94.528,68.5
94.53,66.8
94.532,65
94.534,63.3
94.536,61.5
94.538,59.7
94.54,57.8
94.542,56
94.544,54.1
94.546,52.1
94.548,50.1
94.55,48
94.552,45.9
94.554,43.8
94.556,41.7
94.558,39.6
94.56,37.3
94.562,35.2
94.564,32.8
94.566,30.5
94.568,28.1
94.57,25.8
94.572,23.5
94.574,21.1
94.576,18.8
94.578,16.4
94.58,14.1
94.582,11.7
94.584,9.6
94.586,7.7
94.588,6
94.59,4.6
94.592,3.5
94.594,2.6
94.596,2.1
94.598,1.8
94.6,1.5
94.602,1.4
94.604,1.3
94.606,1.2
94.608,1.2
94.61,1.2
94.612,1.1
94.614,1.1
94.616,1
94.618,1
94.62,1
94.622,1
94.624,1
94.626,1
94.628,1
94.63,1
94.632,0.9
94.634,0.9
94.636,0.9
94.638,0.8
94.64,0.8
94.642,0.9
94.644,0.8
94.646,0.8
94.648,0.8
94.65,0.7
94.652,0.7
94.654,0.7
94.656,0.7
94.658,0.7
94.66,0.7
94.662,0.6
94.664,0.6
94.666,0.6
94.668,0.5
94.67,0.5
94.672,0.5
94.674,0.5
94.676,0.5
94.678,0.5
94.68,0.5
94.682,0.5
94.684,0.5
94.686,0.4
94.688,0.5
94.69,0.5
94.692,0.5
94.694,0.5
94.696,0.5
94.698,0.5
94.7,0.6
94.702,0.6
94.704,0.7
94.706,0.8
94.708,1.1
94.71,1.6
94.712,2.1
94.714,3
94.716,4.2
94.718,5.6
94.72,7.2
94.722,9.2
94.724,11.2
94.726,13.5
94.728,15.7
94.73,18
94.732,20.3
94.734,22.7
94.736,25
94.738,27.3
94.74,29.7
94.742,32
94.744,34.3
94.746,36.5
94.748,38.8
94.75,41
94.752,43.3
94.754,45.5
94.756,47.7
94.758,49.9
94.76,52.1
94.762,54.2
94.764,56.2
94.766,58.3
94.768,60.4
94.77,62.5
94.772,64.5
94.774,66.5
94.776,68.5
94.778,70.4
94.78,72.3
94.782,74.1
94.784,75.9
94.786,77.6
94.788,79.5
94.79,81.3
94.792,82.9
94.794,84.6
94.796,86.2
94.798,87.8
94.8,89.3
94.802,90.8
94.804,92.2
94.806,93.7
94.808,95
94.81,95.1
94.812,95.1
94.814,95.1
94.816,95.1
94.818,95.1
94.82,95.1
94.822,95.1
94.824,95.1
94.826,95.1
94.828,95.1
94.83,95.1
94.832,95.1
94.834,95.1
94.836,95.1
94.838,95.1
94.84,95.1
94.842,95.1
94.844,95.1
94.846,95.1
94.848,95.1
94.85,95.1
94.852,95.1
94.854,95.1
94.856,95.1
94.858,95.1
94.86,95.1
94.862,95.1
94.864,95.1
94.866,95.1
94.868,95.1
94.87,95.1
94.872,95.1
94.874,95.1
94.876,95.1
94.878,95.1
94.88,95.1
94.882,95.1
94.884,95.1
94.886,95.1
94.888,95.1
94.89,95.1
94.892,95.1
94.894,95.1
94.896,95.1
94.898,95.1
94.9,95.1
94.902,95.1
94.904,95.1
94.906,95.1
94.908,95.1
94.91,95.1
94.912,95.1
94.914,95.1
94.916,95.1
94.918,95.1
94.92,95.1
94.922,95.1
94.924,95.1
94.926,95.1
94.928,95.1
94.93,95.1
94.932,95.1
94.934,95.1
94.936,95.1
94.938,95.1
94.94,95.1
94.942,95.1
94.944,95.1
94.946,95.1
94.948,94
94.95,92.7
94.952,91.2
94.954,89.7
94.956,88.3
94.958,86.7
94.96,85.2
94.962,83.4
94.964,81.7
94.966,80.1
94.968,78.2
94.97,76.5
94.972,74.6
94.974,72.9
94.976,71
94.978,69
94.98,67.2
94.982,65.1
94.984,63.1
94.986,61.1
94.988,59.1
94.99,57
94.992,54.9
94.994,52.8
94.996,50.6
94.998,48.4
95,46.2
95.002,43.9
95.004,41.8
95.006,39.6
95.008,37.2
95.01,35
95.012,32.6
95.014,30.3
95.016,28
95.018,25.7
95.02,23.2
95.022,20.9
95.024,18.7
95.026,16.3
95.028,14.1
95.03,11.8
95.032,9.8
95.034,7.7
95.036,6
95.038,4.5
95.04,3.3
95.042,2.3
95.044,1.7
95.046,1.2
95.048,0.9
95.05,0.7
95.052,0.6
95.054,0.5
95.056,0.6
95.058,0.5
95.06,0.5
95.062,0.5
95.064,0.5
95.066,0.4
95.068,0.5
95.07,0.4
95.072,0.5
95.074,0.5
95.076,0.5
95.078,0.5
95.08,0.6
95.082,0.5
95.084,0.5
95.086,0.6
95.088,0.5
95.09,0.6
95.092,0.6
95.094,0.6
95.096,0.7
95.098,0.7
95.1,0.7
95.102,0.7
95.104,0.7
95.106,0.8
95.108,0.8
95.11,0.8
95.112,0.9
95.114,0.8
95.116,0.8
95.118,0.9
95.12,0.9
95.122,0.9
95.124,1
95.126,1
95.128,1
95.13,1
95.132,1
95.134,1
95.136,1
95.138,1
95.14,1.1
95.142,1.1
95.144,1.1
95.146,1.2
95.148,1.2
95.15,1.2
95.152,1.3
95.154,1.4
95.156,1.7
95.158,2
95.16,2.4
95.162,3.1
95.164,4
95.166,5.4
95.168,6.8
95.17,8.7
95.172,10.7
95.174,12.9
95.176,15.2
95.178,17.6
95.18,19.9
95.182,22.3
95.184,24.6
95.186,27
95.188,29.3
95.19,31.6
95.192,33.9
95.194,36.2
95.196,38.5
95.198,40.6
95.2,42.7
95.202,44.8
95.204,46.9
95.206,49
95.208,51
95.21,53
95.212,54.9
95.214,56.8
95.216,58.6
95.218,60.4
95.22,62.2
95.222,64
95.224,65.7
95.226,67.4
95.228,69
95.23,70.6
95.232,72.1
95.234,73.6
95.236,75.1
95.238,76.6
95.24,77.9
95.242,79.4
95.244,80.7
95.246,82
95.248,83.3
95.25,84.5
95.252,85.6
95.254,86.8
95.256,88
95.258,89.1
95.26,90.1
95.262,91.1
95.264,92.1
95.266,93
95.268,93.8
95.27,94.6
95.272,95.1
95.274,95.1
95.276,95.1
95.278,95.1
95.28,95.1
95.282,95.1
95.284,95.1
95.286,95.1
95.288,95.1
95.29,95.1
95.292,95.1
95.294,95.1
95.296,95.1
95.298,95.1
95.3,95.1
95.302,95.1
95.304,95.1
95.306,95.1
95.308,95.1
95.31,95.1
95.312,95.1
95.314,95.1
95.316,95.1
95.318,95.1
95.32,95.1
95.322,95.1
95.324,95.1
95.326,95.1
95.328,95.1
95.33,95.1
95.332,95.1
95.334,95.1
95.336,95.1
95.338,95.1
95.34,95.1
95.342,95.1
95.344,95.1
95.346,95.1
95.348,95.1
95.35,95.1
95.352,95.1
95.354,95.1
95.356,94.6
95.358,93.8
95.36,93
95.362,92.1
95.364,91.1
95.366,90
95.368,89
95.37,87.9
95.372,86.8
95.374,85.7
95.376,84.6
95.378,83.3
95.38,82
95.382,80.7
95.384,79.4
95.386,78
95.388,76.7
95.39,75.2
95.392,73.7
95.394,72.3
95.396,70.7
95.398,69
95.4,67.4
95.402,65.6
95.404,64
95.406,62.2
95.408,60.5
95.41,58.7
95.412,56.8
95.414,54.9
95.416,52.9
95.418,51
95.42,49
95.422,47
95.424,44.9
95.426,42.8
95.428,40.7
95.43,38.5
95.432,36.2
95.434,34
95.436,31.7
95.438,29.5
95.44,27.1
95.442,24.8
95.444,22.5
95.446,20
95.448,17.7
95.45,15.2
95.452,13
95.454,10.8
95.456,8.8
95.458,7
95.46,5.5
95.462,4.1
95.464,3.1
95.466,2.4
95.468,2
95.47,1.7
95.472,1.5
95.474,1.4
95.476,1.3
95.478,1.2
95.48,1.2
95.482,1.1
95.484,1.1
95.486,1
95.488,1
95.49,1
95.492,1
95.494,1
95.496,1
95.498,1
95.5,0.9
95.502,0.9
95.504,0.9
95.506,0.9
95.508,0.9
95.51,0.9
95.512,0.9
95.514,0.8
95.516,0.8
95.518,0.8
95.52,0.7
95.522,0.7
95.524,0.7
95.526,0.7
95.528,0.7
95.53,0.7
95.532,0.6
95.534,0.6
95.536,0.5
95.538,0.6
95.54,0.6
95.542,0.6
95.544,0.6
95.546,0.5
95.548,0.5
95.55,0.5
95.552,0.5
95.554,0.4
95.556,0.5
95.558,0.5
95.56,0.5
95.562,0.5
95.564,0.5
95.566,0.5
95.568,0.5
95.57,0.5
95.572,0.5
95.574,0.6
95.576,0.7
95.578,0.9
95.58,1.1
95.582,1.6
95.584,2.1
95.586,3.1
95.588,4.3
95.59,5.9
95.592,7.5
95.594,9.5
95.596,11.5
95.598,13.7
95.6,16
95.602,18.3
95.604,20.6
95.606,22.9
95.608,25.4
95.61,27.7
95.612,30
95.614,32.3
95.616,34.6
95.618,36.8
95.62,39.1
95.622,41.3
95.624,43.6
95.626,45.8
95.628,47.9
95.63,50
95.632,52.1
95.634,54.2
95.636,56.3
95.638,58.4
95.64,60.5
95.642,62.5
95.644,64.6
95.646,66.5
95.648,68.5
95.65,70.3
95.652,72.2
95.654,74
95.656,75.9
95.658,77.7
95.66,79.5
95.662,81.2
95.664,82.8
95.666,84.5
95.668,86.1
95.67,87.7
95.672,89.2
95.674,90.6
95.676,92.2
95.678,93.6
95.68,94.8
95.682,95.1
95.684,95.1
95.686,95.1
95.688,95.1
95.69,95.1
95.692,95.1
95.694,95.1
95.696,95.1
95.698,95.1
95.7,95.1
95.702,95.1
95.704,95.1
95.706,95.1
95.708,95.1
95.71,95.1
95.712,95.1
95.714,95.1
95.716,95.1
95.718,95.1
95.72,95.1
95.722,95.1
95.724,95.1
95.726,95.1
95.728,95.1
95.73,95.1
95.732,95.1
95.734,95.1
95.736,95.1
95.738,95.1
95.74,95.1
95.742,95.1
95.744,95.1
95.746,95.1
95.748,95.1
95.75,95.1
95.752,95.1
95.754,95.1
95.756,95.1
95.758,95.1
95.76,95.1
95.762,95.1
95.764,95.1
95.766,95.1
95.768,95.1
95.77,95.1
95.772,95.1
95.774,95.1
95.776,95.1
95.778,95.1
95.78,95.1
95.782,95.1
95.784,95.1
95.786,95.1
95.788,95.1
95.79,95.1
95.792,95.1
95.794,95.1
95.796,95.1
95.798,95.1
95.8,95.1
95.802,95.1
95.804,95.1
95.806,95.1
95.808,95.1
95.81,95.1
95.812,95.1
95.814,95.1
95.816,95.1
95.818,94.4
95.82,93.2
95.822,91.8
95.824,90.3
95.826,88.9
95.828,87.3
95.83,85.7
95.832,84.1
95.834,82.4
95.836,80.8
95.838,79
95.84,77.2
95.842,75.5
95.844,73.7
95.846,71.9
95.848,69.9
95.85,68
95.852,66
95.854,64.1
95.856,62.1
95.858,60.1
95.86,58.1
95.862,56
95.864,53.9
95.866,51.7
95.868,49.5
95.87,47.4
95.872,45.2
95.874,43
95.876,40.8
95.878,38.6
95.88,36.3
95.882,34
95.884,31.7
95.886,29.4
95.888,27.1
95.89,24.8
95.892,22.5
95.894,20.1
95.896,17.7
95.898,15.4
95.9,13.1
95.902,10.9
95.904,8.9
95.906,7
95.908,5.5
95.91,4
95.912,2.9
95.914,2.1
95.916,1.4
95.918,1
95.92,0.8
95.922,0.6
95.924,0.6
95.926,0.6
95.928,0.5
95.93,0.5
95.932,0.5
95.934,0.4
95.936,0.4
95.938,0.5
95.94,0.5
95.942,0.5
95.944,0.5
95.946,0.5
95.948,0.5
95.95,0.5
95.952,0.5
95.954,0.5
95.956,0.6
95.958,0.6
95.96,0.6
95.962,0.6
95.964,0.6
95.966,0.6
95.968,0.6
95.97,0.6
95.972,0.7
95.974,0.7
95.976,0.8
95.978,0.8
95.98,0.8
95.982,0.8
95.984,0.8
95.986,0.8
95.988,0.8
95.99,0.9
95.992,0.9
95.994,1
95.996,1
95.998,0.9
96,1
96.002,1
96.004,1
96.006,1
96.008,1
96.01,1.1
96.012,1.1
96.014,1.1
96.016,1.1
96.018,1.1
96.02,1.2
96.022,1.3
96.024,1.4
96.026,1.5
96.028,1.7
96.03,2
96.032,2.4
96.034,3.2
96.036,4.2
96.038,5.5
96.04,7.1
96.042,9
96.044,11
96.046,13.2
96.048,15.4
96.05,17.8
96.052,20.1
96.054,22.5
96.056,24.9
96.058,27.2
96.06,29.5
96.062,31.8
96.064,34.1
96.066,36.3
96.068,38.5
96.07,40.7
96.072,42.8
96.074,45
96.076,47.1
96.078,49
96.08,51
96.082,52.9
96.084,54.9
96.086,56.7
96.088,58.6
96.09,60.4
96.092,62.2
96.094,64
96.096,65.6
96.098,67.3
96.1,68.9
96.102,70.5
96.104,72.1
96.106,73.5
96.108,75.1
96.11,76.5
96.112,77.9
96.114,79.3
96.116,80.6
96.118,81.7
96.12,83
96.122,84.3
96.124,85.4
96.126,86.6
96.128,87.7
96.13,88.8
96.132,89.7
96.134,90.8
96.136,91.7
96.138,92.6
96.14,93.5
96.142,94.3
96.144,95
96.146,95.1
96.148,95.1
96.15,95.1
96.152,95.1
96.154,95.1
96.156,95.1
96.158,95.1
96.16,95.1
96.162,95.1
96.164,95.1
96.166,95.1
96.168,95.1
96.17,95.1
96.172,95.1
96.174,95.1
96.176,95.1
96.178,95.1
96.18,95.1
96.182,95.1
96.184,95.1
96.186,95.1
96.188,95.1
96.19,95.1
96.192,95.1
96.194,95.1
96.196,95.1
96.198,95.1
96.2,95.1
96.202,95.1
96.204,95.1
96.206,95.1
96.208,95.1
96.21,95.1
96.212,95.1
96.214,95.1
96.216,95.1
96.218,95.1
96.22,95.1
96.222,95.1
96.224,95.1
96.226,94.6
96.228,93.8
96.23,93
96.232,92.1
96.234,91.2
96.236,90.2
96.238,89.2
96.24,88.2
96.242,87.1
96.244,85.9
96.246,84.8
96.248,83.6
96.25,82.3
96.252,81.1
96.254,79.8
96.256,78.4
96.258,77.1
96.26,75.7
96.262,74.2
96.264,72.8
96.266,71.2
96.268,69.6
96.27,68
96.272,66.4
96.274,64.6
96.276,63
96.278,61.2
96.28,59.4
96.282,57.6
96.284,55.7
96.286,53.8
96.288,52
96.29,50
96.292,47.9
96.294,46
96.296,43.8
96.298,41.7
96.3,39.6
96.302,37.4
96.304,35.2
96.306,32.9
96.308,30.7
96.31,28.4
96.312,26.1
96.314,23.7
96.316,21.4
96.318,18.9
96.32,16.6
96.322,14.3
96.324,12.1
96.326,10
96.328,8
96.33,6.3
96.332,4.8
96.334,3.6
96.336,2.7
96.338,2.1
96.34,1.8
96.342,1.6
96.344,1.5
96.346,1.3
96.348,1.3
96.35,1.2
96.352,1.1
96.354,1.1
96.356,1.1
96.358,1.1
96.36,1.1
96.362,1
96.364,1
96.366,1
96.368,0.9
96.37,0.9
96.372,0.9
96.374,0.9
96.376,0.9
96.378,0.9
96.38,0.9
96.382,0.8
96.384,0.8
96.386,0.8
96.388,0.8
96.39,0.8
96.392,0.8
96.394,0.8
96.396,0.7
96.398,0.7
96.4,0.6
96.402,0.6
96.404,0.6
96.406,0.6
96.408,0.6
96.41,0.6
96.412,0.6
96.414,0.5
96.416,0.5
96.418,0.5
96.42,0.5
96.422,0.5
96.424,0.5
96.426,0.5
96.428,0.5
96.43,0.5
96.432,0.4
96.434,0.4
96.436,0.4
96.438,0.4
96.44,0.5
96.442,0.6
96.444,0.6
96.446,0.6
96.448,0.7
96.45,0.8
96.452,1.2
96.454,1.7
96.456,2.3
96.458,3.3
96.46,4.6
96.462,6.2
96.464,7.9
96.466,9.8
96.468,11.9
96.47,14.1
96.472,16.3
96.474,18.7
96.476,21
96.478,23.3
96.48,25.7
96.482,27.9
96.484,30.3
96.486,32.5
96.488,34.8
96.49,37
96.492,39.3
96.494,41.5
96.496,43.7
96.498,45.9
96.5,48
96.502,50.1
96.504,52.2
96.506,54.4
96.508,56.5
96.51,58.6
96.512,60.6
96.514,62.6
96.516,64.6
96.518,66.5
96.52,68.5
96.522,70.3
96.524,72.2
96.526,74.1
96.528,75.9
96.53,77.6
96.532,79.3
96.534,81
96.536,82.7
96.538,84.4
96.54,85.9
96.542,87.5
96.544,89.1
96.546,90.4
96.548,91.9
96.55,93.3
96.552,94.5
96.554,95.1
96.556,95.1
96.558,95.1
96.56,95.1
96.562,95.1
96.564,95.1
96.566,95.1
96.568,95.1
96.57,95.1
96.572,95.1
96.574,95.1
96.576,95.1
96.578,95.1
96.58,95.1
96.582,95.1
96.584,95.1
96.586,95.1
96.588,95.1
96.59,95.1
96.592,95.1
96.594,95.1
96.596,95.1
96.598,95.1
96.6,95.1
96.602,95.1
96.604,95.1
96.606,95.1
96.608,95.1
96.61,95.1
96.612,95.1
96.614,95.1
96.616,95.1
96.618,95.1
96.62,95.1
96.622,95.1
96.624,95.1
96.626,95.1
96.628,95.1
96.63,95.1
96.632,95.1
96.634,95.1
96.636,95.1
96.638,95.1
96.64,95.1
96.642,95.1
96.644,95.1
96.646,95.1
96.648,95.1
96.65,95.1
96.652,95.1
96.654,95.1
96.656,95.1
96.658,95.1
96.66,95.1
96.662,95.1
96.664,95.1
96.666,95.1
96.668,95.1
96.67,95.1
96.672,95.1
96.674,95.1
96.676,95.1
96.678,95.1
96.68,95.1
96.682,95.1
96.684,95.1
96.686,95.1
96.688,94.8
96.69,93.6
96.692,92.3
96.694,90.8
96.696,89.4
96.698,87.9
96.7,86.3
96.702,84.7
96.704,83
96.706,81.4
96.708,79.8
96.71,78
96.712,76.3
96.714,74.4
96.716,72.7
96.718,70.8
96.72,68.8
96.722,67
96.724,65
96.726,63.1
96.728,61.1
96.73,59.1
96.732,57
96.734,54.9
96.736,52.7
