Time (s),Light Intensity (%)
0.356,3.3
0.358,3.3
0.36,3.4
0.362,3.4
0.364,3.4
0.366,3.4
0.368,3.4
0.37,3.4
0.372,3.5
0.374,3.5
0.376,3.5
0.378,3.6
0.38,3.6
0.382,3.5
0.384,3.6
0.386,3.6
0.388,3.6
0.39,3.6
0.392,3.7
0.394,3.7
0.396,3.7
0.398,3.7
0.4,3.7
0.402,3.7
0.404,3.8
0.406,3.8
0.408,3.9
0.41,4.1
0.412,4.4
0.414,4.9
0.416,5.4
0.418,6
0.42,6.7
0.422,7.4
0.424,8.1
0.426,8.9
0.428,9.7
0.43,10.4
0.432,11.1
0.434,11.9
0.436,12.7
0.438,13.4
0.44,14.1
0.442,14.6
0.444,15.2
0.446,15.8
0.448,16.4
0.45,16.9
0.452,17.4
0.454,17.9
0.456,18.4
0.458,18.8
0.46,19.2
0.462,19.6
0.464,20
0.466,20.3
0.468,20.7
0.47,21
0.472,21.4
0.474,21.7
0.476,22
0.478,22.2
0.48,22.5
0.482,22.7
0.484,22.9
0.486,23
0.488,23.2
0.49,23.4
0.492,23.6
0.494,23.8
0.496,23.9
0.498,24
0.5,24.1
0.502,24.2
0.504,24.3
0.506,24.4
0.508,24.5
0.51,24.5
0.512,24.6
0.514,24.6
0.516,24.6
0.518,24.6
0.52,24.7
0.522,24.7
0.524,24.7
0.526,24.7
0.528,24.7
0.53,24.7
0.532,24.7
0.534,24.7
0.536,24.7
0.538,24.7
0.54,24.7
0.542,24.7
0.544,24.7
0.546,24.7
0.548,24.7
0.55,24.7
0.552,24.7
0.554,24.7
0.556,24.7
0.558,24.7
0.56,24.7
0.562,24.7
0.564,24.6
0.566,24.6
0.568,24.6
0.57,24.7
0.572,24.7
0.574,24.7
0.576,24.7
0.578,24.7
0.58,24.7
0.582,24.7
0.584,24.7
0.586,24.7
0.588,24.7
0.59,24.7
0.592,24.7
0.594,24.7
0.596,24.7
0.598,24.7
0.6,24.7
0.602,24.7
0.604,24.7
0.606,24.7
0.608,24.7
0.61,24.7
0.612,24.7
0.614,24.6
0.616,24.6
0.618,24.6
0.62,24.5
0.622,24.4
0.624,24.4
0.626,24.4
0.628,24.3
0.63,24.2
0.632,24
0.634,23.9
0.636,23.8
0.638,23.7
0.64,23.6
0.642,23.4
0.644,23.2
0.646,22.9
0.648,22.8
0.65,22.5
0.652,22.3
0.654,22.1
0.656,21.8
0.658,21.5
0.66,21.2
0.662,20.9
0.664,20.5
0.666,20.1
0.668,19.7
0.67,19.3
0.672,18.9
0.674,18.6
0.676,18.1
0.678,17.6
0.68,17
0.682,16.5
0.684,15.9
0.686,15.4
0.688,14.8
0.69,14.3
0.692,13.6
0.694,12.9
0.696,12.1
0.698,11.3
0.7,10.6
0.702,9.9
0.704,9.1
0.706,8.3
0.708,7.6
0.71,6.9
0.712,6.2
0.714,5.6
0.716,5
0.718,4.5
0.72,4.2
0.722,4
0.724,3.9
0.726,3.8
0.728,3.8
0.73,3.7
0.732,3.7
0.734,3.7
0.736,3.7
0.738,3.7
0.74,3.7
0.742,3.7
0.744,3.6
0.746,3.6
0.748,3.6
0.75,3.6
0.752,3.5
0.754,3.5
0.756,3.5
0.758,3.5
0.76,3.5
0.762,3.5
0.764,3.4
0.766,3.4
0.768,3.4
0.77,3.4
0.772,3.3
0.774,3.3
0.776,3.3
0.778,3.3
0.78,3.2
0.782,3.2
0.784,3.2
0.786,3.1
0.788,3.1
0.79,3.1
0.792,3.1
0.794,3
0.796,3
0.798,2.9
0.8,2.9
0.802,2.9
0.804,2.9
0.806,2.9
0.808,2.9
0.81,2.8
0.812,2.8
0.814,2.8
0.816,2.7
0.818,2.7
0.82,2.8
0.822,2.8
0.824,2.8
0.826,2.8
0.828,2.8
0.83,2.8
0.832,2.8
0.834,2.9
0.836,3
0.838,3.2
0.84,3.4
0.842,3.7
0.844,4
0.846,4.3
0.848,4.7
0.85,5
0.852,5.5
0.854,5.9
0.856,6.3
0.858,6.7
0.86,7.2
0.862,7.7
0.864,8.2
0.866,8.8
0.868,9.3
0.87,9.9
0.872,10.4
0.874,11
0.876,11.7
0.878,12.3
0.88,13
0.882,13.6
0.884,14.3
0.886,14.9
0.888,15.6
0.89,16.3
0.892,17
0.894,17.7
0.896,18.4
0.898,18.9
0.9,19.5
0.902,20.1
0.904,20.7
0.906,21.3
0.908,21.8
0.91,22.3
0.912,22.7
0.914,22.9
0.916,23.2
0.918,23.4
0.92,23.6
0.922,23.7
0.924,23.8
0.926,23.8
0.928,23.8
0.93,23.8
0.932,23.7
0.934,23.7
0.936,23.8
0.938,23.8
0.94,23.8
0.942,23.8
0.944,23.8
0.946,23.8
0.948,23.8
0.95,23.8
0.952,23.8
0.954,23.9
0.956,23.9
0.958,23.9
0.96,23.9
0.962,23.9
0.964,23.9
0.966,23.9
0.968,23.9
0.97,23.9
0.972,24
0.974,24
0.976,24
0.978,24
0.98,24
0.982,24
0.984,24
0.986,24
0.988,24
0.99,24
0.992,24
0.994,24
0.996,24
0.998,24
1,24
1.002,24
1.004,24
1.006,24
1.008,24
1.01,24
1.012,24
1.014,24
1.016,24
1.018,24
1.02,24
1.022,24
1.024,24
1.026,24
1.028,24
1.03,24
1.032,24
1.034,24
1.036,24
1.038,24
1.04,24
1.042,24
1.044,24
1.046,24
1.048,23.9
1.05,23.9
1.052,23.9
1.054,23.9
1.056,24
1.058,24
1.06,24
1.062,23.9
1.064,23.9
1.066,23.9
1.068,23.9
1.07,23.9
1.072,23.9
1.074,23.9
1.076,23.9
1.078,23.8
1.08,23.8
1.082,23.8
1.084,23.8
1.086,23.8
1.088,23.8
1.09,23.8
1.092,23.8
1.094,23.8
1.096,23.8
1.098,23.8
1.1,23.7
1.102,23.7
1.104,23.7
1.106,23.6
1.108,23.4
1.11,23.2
1.112,22.9
1.114,22.5
1.116,22.1
1.118,21.5
1.12,21
1.122,20.5
1.124,19.9
1.126,19.3
1.128,18.8
1.13,18.1
1.132,17.4
1.134,16.7
1.136,16
1.138,15.3
1.14,14.6
1.142,14.1
1.144,13.4
1.146,12.7
1.148,12.1
1.15,11.4
1.152,10.9
1.154,10.4
1.156,9.8
1.158,9.2
1.16,8.7
1.162,8.1
1.164,7.5
1.166,7
1.168,6.6
1.17,6.2
1.172,5.8
1.174,5.4
1.176,5
1.178,4.6
1.18,4.2
1.182,3.9
1.184,3.6
1.186,3.3
1.188,3.2
1.19,3
1.192,2.9
1.194,2.9
1.196,2.8
1.198,2.8
1.2,2.8
1.202,2.8
1.204,2.8
1.206,2.8
1.208,2.8
1.21,2.8
1.212,2.8
1.214,2.8
1.216,2.8
1.218,2.8
1.22,2.9
1.222,2.9
1.224,2.9
1.226,3
1.228,3
1.23,3.1
1.232,3.1
1.234,3.1
1.236,3.1
1.238,3.2
1.24,3.2
1.242,3.2
1.244,3.2
1.246,3.3
1.248,3.3
1.25,3.3
1.252,3.3
1.254,3.4
1.256,3.4
1.258,3.5
1.26,3.5
1.262,3.5
1.264,3.5
1.266,3.5
1.268,3.5
1.27,3.6
1.272,3.6
1.274,3.6
1.276,3.6
1.278,3.6
1.28,3.6
1.282,3.6
1.284,3.6
1.286,3.7
1.288,3.7
1.29,3.8
1.292,3.8
1.294,3.8
1.296,3.8
1.298,3.8
1.3,3.8
1.302,3.9
1.304,4
1.306,4.3
1.308,4.7
1.31,5.2
1.312,5.8
1.314,6.3
1.316,7
1.318,7.7
1.32,8.5
1.322,9.2
1.324,10.1
1.326,10.8
1.328,11.5
1.33,12.3
1.332,13
1.334,13.7
1.336,14.3
1.338,14.9
1.34,15.5
1.342,16.1
1.344,16.6
1.346,17.2
1.348,17.6
1.35,18.1
1.352,18.6
1.354,19
1.356,19.4
1.358,19.8
1.36,20.2
1.362,20.5
1.364,20.9
1.366,21.2
1.368,21.5
1.37,21.8
1.372,22.1
1.374,22.4
1.376,22.6
1.378,22.9
1.38,22.9
1.382,23.1
1.384,23.3
1.386,23.5
1.388,23.7
1.39,23.8
1.392,24
1.394,24.1
1.396,24.2
1.398,24.3
1.4,24.3
1.402,24.4
1.404,24.5
1.406,24.6
1.408,24.6
1.41,24.7
1.412,24.7
1.414,24.7
1.416,24.7
1.418,24.7
1.42,24.7
1.422,24.7
1.424,24.8
1.426,24.7
1.428,24.7
1.43,24.7
1.432,24.7
1.434,24.7
1.436,24.7
1.438,24.7
1.44,24.7
1.442,24.8
1.444,24.8
1.446,24.8
1.448,24.7
1.45,24.7
1.452,24.7
1.454,24.7
1.456,24.8
1.458,24.8
1.46,24.8
1.462,24.7
1.464,24.7
1.466,24.7
1.468,24.7
1.47,24.7
1.472,24.7
1.474,24.7
1.476,24.8
1.478,24.7
1.48,24.7
1.482,24.7
1.484,24.7
1.486,24.7
1.488,24.7
1.49,24.7
1.492,24.7
1.494,24.7
1.496,24.7
1.498,24.7
1.5,24.7
1.502,24.7
1.504,24.7
1.506,24.7
1.508,24.7
1.51,24.7
1.512,24.6
1.514,24.6
1.516,24.5
1.518,24.4
1.52,24.3
1.522,24.3
1.524,24.2
1.526,24.1
1.528,24
1.53,23.8
1.532,23.7
1.534,23.5
1.536,23.3
1.538,23.2
1.54,23
1.542,22.9
1.544,22.6
1.546,22.4
1.548,22.1
1.55,21.8
1.552,21.5
1.554,21.2
1.556,20.9
1.558,20.6
1.56,20.2
1.562,19.8
1.564,19.4
1.566,18.9
1.568,18.6
1.57,18.1
1.572,17.7
1.574,17.2
1.576,16.6
1.578,16.1
1.58,15.5
1.582,14.9
1.584,14.3
1.586,13.7
1.588,13
1.59,12.3
1.592,11.5
1.594,10.8
1.596,10.1
1.598,9.3
1.6,8.5
1.602,7.8
1.604,7
1.606,6.3
1.608,5.8
1.61,5.2
1.612,4.7
1.614,4.3
1.616,4
1.618,3.9
1.62,3.9
1.622,3.8
1.624,3.8
1.626,3.8
1.628,3.8
1.63,3.7
1.632,3.7
1.634,3.7
1.636,3.7
1.638,3.7
1.64,3.7
1.642,3.7
1.644,3.7
1.646,3.6
1.648,3.6
1.65,3.5
1.652,3.5
1.654,3.5
1.656,3.5
1.658,3.5
1.66,3.5
1.662,3.5
1.664,3.4
1.666,3.4
1.668,3.3
1.67,3.3
1.672,3.3
1.674,3.3
1.676,3.3
1.678,3.3
1.68,3.2
1.682,3.2
1.684,3.1
1.686,3.1
1.688,3.1
1.69,3.1
1.692,3
1.694,3
1.696,3
1.698,2.9
1.7,2.9
1.702,2.9
1.704,2.8
1.706,2.8
1.708,2.8
1.71,2.8
1.712,2.8
1.714,2.8
1.716,2.8
1.718,2.8
1.72,2.8
1.722,2.8
1.724,2.9
1.726,2.9
1.728,2.9
1.73,3
1.732,3.1
1.734,3.3
1.736,3.6
1.738,3.9
1.74,4.2
1.742,4.6
1.744,4.9
1.746,5.3
1.748,5.7
1.75,6.1
1.752,6.5
1.754,7
1.756,7.5
1.758,8
1.76,8.6
1.762,9.1
1.764,9.6
1.766,10.2
1.768,10.7
1.77,11.3
1.772,12
1.774,12.6
1.776,13.3
1.778,13.9
1.78,14.6
1.782,15.2
1.784,15.9
1.786,16.6
1.788,17.3
1.79,18
1.792,18.7
1.794,19.2
1.796,19.8
1.798,20.4
1.8,20.9
1.802,21.4
1.804,21.9
1.806,22.4
1.808,22.8
1.81,23.1
1.812,23.3
1.814,23.5
1.816,23.6
1.818,23.7
1.82,23.8
1.822,23.8
1.824,23.8
1.826,23.8
1.828,23.8
1.83,23.8
1.832,23.8
1.834,23.8
1.836,23.8
1.838,23.8
1.84,23.9
1.842,23.9
1.844,23.9
1.846,23.9
1.848,23.9
1.85,23.9
1.852,23.9
1.854,23.9
1.856,24
1.858,24
1.86,24
1.862,24
1.864,23.9
1.866,23.9
1.868,23.9
1.87,24
1.872,24
1.874,24
1.876,24
1.878,24
1.88,24
1.882,24
1.884,24
1.886,24
1.888,24
1.89,24.1
1.892,24.1
1.894,24.1
1.896,24.1
1.898,24
1.9,24
1.902,24
1.904,24
1.906,24
1.908,24
1.91,24.1
1.912,24
1.914,24
1.916,24
1.918,24
1.92,24
1.922,24
1.924,24.1
1.926,24
1.928,24
1.93,24
1.932,24
1.934,24
1.936,24
1.938,24
1.94,24
1.942,24
1.944,24
1.946,24
1.948,24
1.95,23.9
1.952,23.9
1.954,24
1.956,24
1.958,24
1.96,24
1.962,23.9
1.964,23.9
1.966,23.9
1.968,23.9
1.97,23.9
1.972,23.8
1.974,23.9
1.976,23.8
1.978,23.8
1.98,23.8
1.982,23.8
1.984,23.8
1.986,23.8
1.988,23.8
1.99,23.8
1.992,23.8
1.994,23.8
1.996,23.8
1.998,23.7
2,23.5
2.002,23.4
2.004,23.1
2.006,22.9
2.008,22.6
2.01,22.1
2.012,21.6
2.014,21.1
2.016,20.5
2.018,20
2.02,19.4
2.022,18.8
2.024,18.2
2.026,17.6
2.028,16.8
2.03,16.1
2.032,15.4
2.034,14.7
2.036,14.2
2.038,13.5
2.04,12.9
2.042,12.2
2.044,11.6
2.046,11
2.048,10.4
2.05,9.9
2.052,9.3
2.054,8.7
2.056,8.2
2.058,7.7
2.06,7.2
2.062,6.7
2.064,6.2
2.066,5.9
2.068,5.4
2.07,5
2.072,4.7
2.074,4.3
2.076,4
2.078,3.7
2.08,3.5
2.082,3.2
2.084,3.1
2.086,2.9
2.088,2.8
2.09,2.8
2.092,2.8
2.094,2.9
2.096,2.8
2.098,2.8
2.1,2.8
2.102,2.8
2.104,2.8
2.106,2.8
2.108,2.9
2.11,2.9
2.112,2.9
2.114,2.9
2.116,2.9
2.118,2.9
2.12,3
2.122,3
2.124,3.1
2.126,3.1
2.128,3.1
2.13,3.1
2.132,3.2
2.134,3.2
2.136,3.2
2.138,3.3
2.14,3.3
2.142,3.3
2.144,3.3
2.146,3.4
2.148,3.4
2.15,3.4
2.152,3.4
2.154,3.5
2.156,3.5
2.158,3.5
2.16,3.6
2.162,3.6
2.164,3.6
2.166,3.6
2.168,3.6
2.17,3.6
2.172,3.6
2.174,3.7
2.176,3.7
2.178,3.7
2.18,3.7
2.182,3.7
2.184,3.7
2.186,3.7
2.188,3.8
2.19,3.8
2.192,3.9
2.194,3.9
2.196,3.9
2.198,4
2.2,4.1
2.202,4.4
2.204,4.9
2.206,5.5
2.208,6.1
2.21,6.7
2.212,7.4
2.214,8.1
2.216,8.9
2.218,9.7
2.22,10.4
2.222,11.1
2.224,11.9
2.226,12.7
2.228,13.4
2.23,14
2.232,14.6
2.234,15.1
2.236,15.7
2.238,16.3
2.24,16.9
2.242,17.4
2.244,17.9
2.246,18.4
2.248,18.8
2.25,19.1
2.252,19.5
2.254,19.9
2.256,20.3
2.258,20.7
2.26,21
2.262,21.3
2.264,21.6
2.266,21.9
2.268,22.2
2.27,22.4
2.272,22.7
2.274,22.9
2.276,23
2.278,23.2
2.28,23.4
2.282,23.6
2.284,23.7
2.286,23.8
2.288,24
2.29,24.1
2.292,24.2
2.294,24.3
2.296,24.4
2.298,24.4
2.3,24.5
2.302,24.5
2.304,24.6
2.306,24.7
2.308,24.7
2.31,24.8
2.312,24.8
2.314,24.7
2.316,24.7
2.318,24.7
2.32,24.7
2.322,24.8
2.324,24.8
2.326,24.8
2.328,24.8
2.33,24.7
2.332,24.7
2.334,24.7
2.336,24.7
2.338,24.7
2.34,24.8
2.342,24.8
2.344,24.8
2.346,24.8
2.348,24.8
2.35,24.7
2.352,24.7
2.354,24.7
2.356,24.8
2.358,24.8
2.36,24.8
2.362,24.8
2.364,24.8
2.366,24.7
2.368,24.7
2.37,24.8
2.372,24.8
2.374,24.8
2.376,24.8
2.378,24.8
2.38,24.7
2.382,24.7
2.384,24.7
2.386,24.7
2.388,24.7
2.39,24.8
2.392,24.8
2.394,24.8
2.396,24.8
2.398,24.7
2.4,24.7
2.402,24.7
2.404,24.6
2.406,24.6
2.408,24.6
2.41,24.5
2.412,24.4
2.414,24.3
2.416,24.2
2.418,24.1
2.42,24
2.422,23.9
2.424,23.8
2.426,23.7
2.428,23.5
2.43,23.4
2.432,23.2
2.434,22.9
2.436,22.8
2.438,22.6
2.44,22.4
2.442,22.1
2.444,21.9
2.446,21.5
2.448,21.2
2.45,20.9
2.452,20.5
2.454,20.2
2.456,19.8
2.458,19.5
2.46,19
2.462,18.7
2.464,18.2
2.466,17.7
2.468,17.2
2.47,16.7
2.472,16.1
2.474,15.6
2.476,15
2.478,14.5
2.48,13.8
2.482,13.1
2.484,12.4
2.486,11.6
2.488,10.9
2.49,10.2
2.492,9.4
2.494,8.7
2.496,7.9
2.498,7.2
2.5,6.4
2.502,5.9
2.504,5.3
2.506,4.8
2.508,4.4
2.51,4.1
2.512,4
2.514,3.9
2.516,3.8
2.518,3.8
2.52,3.8
2.522,3.8
2.524,3.8
2.526,3.8
2.528,3.7
2.53,3.7
2.532,3.7
2.534,3.6
2.536,3.6
2.538,3.6
2.54,3.7
2.542,3.6
2.544,3.6
2.546,3.6
2.548,3.5
2.55,3.5
2.552,3.5
2.554,3.5
2.556,3.5
2.558,3.5
2.56,3.5
2.562,3.4
2.564,3.4
2.566,3.3
2.568,3.3
2.57,3.3
2.572,3.2
2.574,3.2
2.576,3.2
2.578,3.2
2.58,3.1
2.582,3.1
2.584,3.1
2.586,3.1
2.588,3
2.59,3
2.592,2.9
2.594,2.9
2.596,2.9
2.598,2.9
2.6,2.8
2.602,2.8
2.604,2.8
2.606,2.8
2.608,2.9
2.61,2.9
2.612,2.8
2.614,2.8
2.616,2.8
2.618,2.8
2.62,2.8
2.622,2.9
2.624,2.9
2.626,3.1
2.628,3.3
2.63,3.5
2.632,3.7
2.634,4
2.636,4.3
2.638,4.7
2.64,5.1
2.642,5.5
2.644,6
2.646,6.3
2.648,6.7
2.65,7.2
2.652,7.7
2.654,8.3
2.656,8.8
2.658,9.4
2.66,10
2.662,10.5
2.664,11
2.666,11.6
2.668,12.2
2.67,12.9
2.672,13.5
2.674,14.2
2.676,14.8
2.678,15.5
2.68,16.1
2.682,16.8
2.684,17.5
2.686,18.2
2.688,18.8
2.69,19.4
2.692,20
2.694,20.6
2.696,21.1
2.698,21.6
2.7,22.1
2.702,22.5
2.704,22.9
2.706,23.2
2.708,23.4
2.71,23.6
2.712,23.7
2.714,23.8
2.716,23.8
2.718,23.8
2.72,23.8
2.722,23.8
2.724,23.8
2.726,23.8
2.728,23.9
2.73,23.8
2.732,23.8
2.734,23.8
2.736,23.8
2.738,23.9
2.74,23.9
2.742,23.9
2.744,23.9
2.746,23.9
2.748,23.9
2.75,23.9
2.752,23.9
2.754,24
2.756,24
2.758,24
2.76,24
2.762,24
2.764,24
2.766,24
2.768,24
2.77,24
2.772,24
2.774,24
2.776,24
2.778,24
2.78,24
2.782,24
2.784,24
2.786,24
2.788,24
2.79,24
2.792,24.1
2.794,24.1
2.796,24.1
2.798,24.1
2.8,24
2.802,24
2.804,24.1
2.806,24.1
2.808,24.1
2.81,24.1
2.812,24.1
2.814,24.1
2.816,24
2.818,24
2.82,24
2.822,24
2.824,24
2.826,24
2.828,24
2.83,24
2.832,24
2.834,24
2.836,24
2.838,24
2.84,24
2.842,24
2.844,24
2.846,24
2.848,24
2.85,23.9
2.852,23.9
2.854,23.9
2.856,23.9
2.858,23.9
2.86,23.9
2.862,23.9
2.864,23.9
2.866,23.8
2.868,23.8
2.87,23.8
2.872,23.8
2.874,23.8
2.876,23.8
2.878,23.8
2.88,23.8
2.882,23.8
2.884,23.8
2.886,23.8
2.888,23.8
2.89,23.8
2.892,23.8
2.894,23.6
2.896,23.4
2.898,23.1
2.9,22.9
2.902,22.5
2.904,22.1
2.906,21.6
2.908,21.1
2.91,20.6
2.912,20
2.914,19.4
2.916,18.8
2.918,18.2
2.92,17.6
2.922,16.9
2.924,16.2
2.926,15.6
2.928,14.9
2.93,14.3
2.932,13.6
2.934,12.9
2.936,12.3
2.938,11.7
2.94,11.1
2.942,10.5
2.944,10
2.946,9.4
2.948,8.8
2.95,8.3
2.952,7.8
2.954,7.3
2.956,6.8
2.958,6.3
2.96,6
2.962,5.6
2.964,5.1
2.966,4.8
2.968,4.4
2.97,4.1
2.972,3.8
2.974,3.5
2.976,3.3
2.978,3.1
2.98,3
2.982,2.9
2.984,2.8
2.986,2.8
2.988,2.8
2.99,2.8
2.992,2.9
2.994,2.9
2.996,2.8
2.998,2.8
3,2.8
3.002,2.8
3.004,2.8
3.006,2.9
3.008,2.9
3.01,3
3.012,3
3.014,3
3.016,3
3.018,3
3.02,3
3.022,3.1
3.024,3.2
3.026,3.2
3.028,3.2
3.03,3.2
3.032,3.2
3.034,3.3
3.036,3.3
3.038,3.3
3.04,3.4
3.042,3.4
3.044,3.4
3.046,3.4
3.048,3.5
3.05,3.5
3.052,3.5
3.054,3.5
3.056,3.6
3.058,3.6
3.06,3.6
3.062,3.6
3.064,3.6
3.066,3.6
3.068,3.6
3.07,3.7
3.072,3.7
3.074,3.7
3.076,3.7
3.078,3.7
3.08,3.7
3.082,3.7
3.084,3.8
3.086,3.8
3.088,3.8
3.09,3.9
3.092,4
3.094,4.1
3.096,4.3
3.098,4.7
3.1,5.1
3.102,5.7
3.104,6.3
3.106,7.1
3.108,7.8
3.11,8.5
3.112,9.3
3.114,10
3.116,10.7
3.118,11.4
3.12,12.2
3.122,12.9
3.124,13.6
3.126,14.3
3.128,14.8
3.13,15.4
3.132,16
3.134,16.5
3.136,17
3.138,17.6
3.14,18.1
3.142,18.5
3.144,18.9
3.146,19.3
3.148,19.7
3.15,20.1
3.152,20.4
3.154,20.8
3.156,21.1
3.158,21.5
3.16,21.7
3.162,22
3.164,22.2
3.166,22.5
3.168,22.7
3.17,22.9
3.172,23.1
3.174,23.3
3.176,23.5
3.178,23.6
3.18,23.8
3.182,23.9
3.184,24
3.186,24.1
3.188,24.2
3.19,24.3
3.192,24.4
3.194,24.5
3.196,24.5
3.198,24.6
3.2,24.6
3.202,24.6
3.204,24.7
3.206,24.7
3.208,24.8
3.21,24.8
3.212,24.8
3.214,24.7
3.216,24.7
3.218,24.7
3.22,24.7
3.222,24.8
3.224,24.8
3.226,24.8
3.228,24.8
3.23,24.8
3.232,24.7
3.234,24.7
3.236,24.7
3.238,24.7
3.24,24.8
3.242,24.8
3.244,24.8
3.246,24.8
3.248,24.8
3.25,24.7
3.252,24.7
3.254,24.8
3.256,24.8
3.258,24.8
3.26,24.8
3.262,24.8
3.264,24.7
3.266,24.8
3.268,24.7
3.27,24.8
3.272,24.8
3.274,24.8
3.276,24.8
3.278,24.8
3.28,24.8
3.282,24.8
3.284,24.7
3.286,24.7
3.288,24.7
3.29,24.7
3.292,24.7
3.294,24.7
3.296,24.7
3.298,24.6
3.3,24.6
3.302,24.5
3.304,24.4
3.306,24.4
3.308,24.4
3.31,24.3
3.312,24.2
3.314,24
3.316,23.9
3.318,23.8
3.32,23.7
3.322,23.5
3.324,23.4
3.326,23.2
3.328,23
3.33,22.9
3.332,22.6
3.334,22.4
3.336,22.1
3.338,21.8
3.34,21.5
3.342,21.3
3.344,20.9
3.346,20.6
3.348,20.3
3.35,19.8
3.352,19.5
3.354,19
3.356,18.8
3.358,18.3
3.36,17.8
3.362,17.3
3.364,16.8
3.366,16.2
3.368,15.6
3.37,15
3.372,14.5
3.374,13.9
3.376,13.3
3.378,12.6
3.38,11.8
3.382,11
3.384,10.3
3.386,9.5
3.388,8.8
3.39,8
3.392,7.3
3.394,6.6
3.396,6
3.398,5.4
3.4,4.9
3.402,4.4
3.404,4.1
3.406,4
3.408,3.9
3.41,3.9
3.412,3.9
3.414,3.8
3.416,3.7
3.418,3.7
3.42,3.7
3.422,3.7
3.424,3.7
3.426,3.7
3.428,3.7
3.43,3.7
3.432,3.6
3.434,3.6
3.436,3.6
3.438,3.6
3.44,3.6
3.442,3.6
3.444,3.6
3.446,3.5
3.448,3.5
3.45,3.5
3.452,3.4
3.454,3.4
3.456,3.4
3.458,3.4
3.46,3.4
3.462,3.3
3.464,3.3
3.466,3.3
3.468,3.2
3.47,3.2
3.472,3.2
3.474,3.2
3.476,3.1
3.478,3.1
3.48,3.1
3.482,3
3.484,3
3.486,2.9
3.488,2.9
3.49,2.9
3.492,2.9
3.494,2.9
3.496,2.9
3.498,2.8
3.5,2.8
3.502,2.8
3.504,2.8
3.506,2.8
3.508,2.9
3.51,2.9
3.512,2.8
3.514,2.8
3.516,2.8
3.518,2.9
3.52,3
3.522,3.2
3.524,3.4
3.526,3.6
3.528,3.9
3.53,4.2
3.532,4.5
3.534,4.9
3.536,5.3
3.538,5.7
3.54,6.1
3.542,6.5
3.544,7
3.546,7.5
3.548,8
3.55,8.5
3.552,9
3.554,9.6
3.556,10.2
3.558,10.7
3.56,11.3
3.562,11.9
3.564,12.5
3.566,13.1
3.568,13.8
3.57,14.5
3.572,15
3.574,15.8
3.576,16.5
3.578,17.1
3.58,17.8
3.582,18.5
3.584,19
3.586,19.6
3.588,20.1
3.59,20.7
3.592,21.3
3.594,21.8
3.596,22.3
3.598,22.7
3.6,22.9
3.602,23.2
3.604,23.5
3.606,23.6
