Time (s),Light Intensity (%)
27.586,3.7
27.588,3.7
27.59,3.7
27.592,3.6
27.594,3.6
27.596,3.6
27.598,3.6
27.6,3.6
27.602,3.6
27.604,3.6
27.606,3.5
27.608,3.5
27.61,3.5
27.612,3.4
27.614,3.4
27.616,3.4
27.618,3.4
27.62,3.4
27.622,3.3
27.624,3.3
27.626,3.2
27.628,3.2
27.63,3.2
27.632,3.2
27.634,3.2
27.636,3.2
27.638,3.1
27.64,3.1
27.642,3
27.644,3
27.646,2.9
27.648,3
27.65,2.9
27.652,2.9
27.654,2.9
27.656,2.9
27.658,2.9
27.66,2.8
27.662,2.8
27.664,2.8
27.666,2.9
27.668,2.9
27.67,2.9
27.672,2.9
27.674,2.9
27.676,2.9
27.678,2.9
27.68,2.9
27.682,3.1
27.684,3.2
27.686,3.4
27.688,3.6
27.69,3.9
27.692,4.1
27.694,4.3
27.696,4.7
27.698,5
27.7,5.4
27.702,5.8
27.704,6.1
27.706,6.4
27.708,6.8
27.71,7.2
27.712,7.6
27.714,8.1
27.716,8.6
27.718,9.1
27.72,9.6
27.722,10.1
27.724,10.5
27.726,11
27.728,11.5
27.73,12
27.732,12.5
27.734,13.1
27.736,13.7
27.738,14.2
27.74,14.7
27.742,15.2
27.744,15.8
27.746,16.3
27.748,16.9
27.75,17.5
27.752,18
27.754,18.6
27.756,19
27.758,19.5
27.76,19.9
27.762,20.3
27.764,20.8
27.766,21.2
27.768,21.6
27.77,22
27.772,22.4
27.774,22.7
27.776,22.9
27.778,23.1
27.78,23.3
27.782,23.4
27.784,23.6
27.786,23.7
27.788,23.8
27.79,23.8
27.792,23.8
27.794,23.8
27.796,23.8
27.798,23.8
27.8,23.9
27.802,23.9
27.804,23.9
27.806,23.9
27.808,23.9
27.81,23.8
27.812,23.8
27.814,23.8
27.816,23.8
27.818,23.9
27.82,23.9
27.822,23.9
27.824,23.9
27.826,23.9
27.828,23.9
27.83,23.9
27.832,23.9
27.834,23.9
27.836,23.9
27.838,23.9
27.84,23.9
27.842,23.9
27.844,23.9
27.846,23.9
27.848,23.9
27.85,23.9
27.852,23.9
27.854,23.9
27.856,23.9
27.858,23.9
27.86,23.9
27.862,23.9
27.864,23.9
27.866,23.9
27.868,23.9
27.87,23.9
27.872,23.9
27.874,23.9
27.876,23.9
27.878,23.9
27.88,23.9
27.882,23.9
27.884,23.9
27.886,23.9
27.888,23.9
27.89,23.9
27.892,23.9
27.894,23.8
27.896,23.8
27.898,23.8
27.9,23.9
27.902,23.9
27.904,23.9
27.906,23.9
27.908,23.9
27.91,23.8
27.912,23.8
27.914,23.8
27.916,23.8
27.918,23.8
27.92,23.7
27.922,23.6
27.924,23.5
27.926,23.4
27.928,23.1
27.93,22.9
27.932,22.7
27.934,22.4
27.936,22.1
27.938,21.7
27.94,21.3
27.942,20.9
27.944,20.5
27.946,20
27.948,19.6
27.95,19.1
27.952,18.8
27.954,18.2
27.956,17.6
27.958,17
27.96,16.5
27.962,15.9
27.964,15.3
27.966,14.8
27.968,14.3
27.97,13.8
27.972,13.3
27.974,12.7
27.976,12.2
27.978,11.6
27.98,11.1
27.982,10.6
27.984,10.2
27.986,9.7
27.988,9.2
27.99,8.8
27.992,8.3
27.994,7.8
27.996,7.4
27.998,7
28,6.6
28.002,6.2
28.004,5.9
28.006,5.5
28.008,5.2
28.01,4.8
28.012,4.5
28.014,4.2
28.016,3.9
28.018,3.7
28.02,3.5
28.022,3.3
28.024,3.2
28.026,3
28.028,2.9
28.03,2.9
28.032,2.9
28.034,2.9
28.036,2.9
28.038,2.9
28.04,2.9
28.042,2.9
28.044,2.9
28.046,2.9
28.048,2.9
28.05,2.9
28.052,2.9
28.054,2.9
28.056,2.9
28.058,3
28.06,3
28.062,3
28.064,3
28.066,3.1
28.068,3.1
28.07,3.1
28.072,3.2
28.074,3.2
28.076,3.2
28.078,3.2
28.08,3.2
28.082,3.3
28.084,3.3
28.086,3.3
28.088,3.4
28.09,3.4
28.092,3.4
28.094,3.4
28.096,3.4
28.098,3.5
28.1,3.5
28.102,3.5
28.104,3.6
28.106,3.6
28.108,3.6
28.11,3.6
28.112,3.6
28.114,3.6
28.116,3.6
28.118,3.7
28.12,3.7
28.122,3.7
28.124,3.7
28.126,3.7
28.128,3.7
28.13,3.7
28.132,3.7
28.134,3.8
28.136,3.8
28.138,3.9
28.14,3.9
28.142,3.9
28.144,3.9
28.146,3.9
28.148,3.9
28.15,4
28.152,4.1
28.154,4.3
28.156,4.5
28.158,4.9
28.16,5.3
28.162,5.8
28.164,6.3
28.166,6.9
28.168,7.5
28.17,8.2
28.172,8.8
28.174,9.5
28.176,10.1
28.178,10.7
28.18,11.3
28.182,11.9
28.184,12.6
28.186,13.2
28.188,13.7
28.19,14.3
28.192,14.7
28.194,15.2
28.196,15.7
28.198,16.1
28.2,16.6
28.202,17
28.204,17.4
28.206,17.8
28.208,18.2
28.21,18.5
28.212,18.8
28.214,19.1
28.216,19.5
28.218,19.8
28.22,20.1
28.222,20.4
28.224,20.6
28.226,20.8
28.228,21.1
28.23,21.3
28.232,21.5
28.234,21.7
28.236,22
28.238,22.1
28.24,22.3
28.242,22.5
28.244,22.6
28.246,22.8
28.248,22.9
28.25,22.9
28.252,23.1
28.254,23.2
28.256,23.3
28.258,23.4
28.26,23.5
28.262,23.5
28.264,23.6
28.266,23.7
28.268,23.8
28.27,23.8
28.272,23.9
28.274,23.9
28.276,24
28.278,24
28.28,24
28.282,24.1
28.284,24.1
28.286,24.2
28.288,24.2
28.29,24.2
28.292,24.2
28.294,24.2
28.296,24.2
28.298,24.2
28.3,24.2
28.302,24.3
28.304,24.2
28.306,24.2
28.308,24.2
28.31,24.2
28.312,24.1
28.314,24.1
28.316,24.1
28.318,24.1
28.32,24.1
28.322,24.1
28.324,24
28.326,24
28.328,23.9
28.33,23.8
28.332,23.8
28.334,23.7
28.336,23.7
28.338,23.6
28.34,23.5
28.342,23.4
28.344,23.3
28.346,23.2
28.348,23.1
28.35,23
28.352,22.9
28.354,22.9
28.356,22.7
28.358,22.6
28.36,22.4
28.362,22.2
28.364,22
28.366,21.9
28.368,21.6
28.37,21.5
28.372,21.3
28.374,21
28.376,20.7
28.378,20.5
28.38,20.2
28.382,19.9
28.384,19.7
28.386,19.4
28.388,19
28.39,18.8
28.392,18.4
28.394,18
28.396,17.6
28.398,17.2
28.4,16.8
28.402,16.4
28.404,16
28.406,15.5
28.408,15
28.41,14.6
28.412,14
28.414,13.4
28.416,12.9
28.418,12.3
28.42,11.7
28.422,11
28.424,10.4
28.426,9.8
28.428,9.1
28.43,8.5
28.432,7.8
28.434,7.2
28.436,6.6
28.438,6.1
28.44,5.6
28.442,5.1
28.444,4.7
28.446,4.3
28.448,4.1
28.45,4
28.452,4
28.454,4
28.456,3.9
28.458,3.9
28.46,3.9
28.462,3.8
28.464,3.8
28.466,3.8
28.468,3.8
28.47,3.8
28.472,3.8
28.474,3.7
28.476,3.7
28.478,3.7
28.48,3.7
28.482,3.7
28.484,3.7
28.486,3.7
28.488,3.7
28.49,3.7
28.492,3.6
28.494,3.6
28.496,3.6
28.498,3.5
28.5,3.5
28.502,3.5
28.504,3.5
28.506,3.5
28.508,3.4
28.51,3.4
28.512,3.4
28.514,3.4
28.516,3.3
28.518,3.3
28.52,3.3
28.522,3.3
28.524,3.3
28.526,3.2
28.528,3.2
28.53,3.2
28.532,3.1
28.534,3.1
28.536,3.1
28.538,3.1
28.54,3.1
28.542,3
28.544,3
28.546,2.9
28.548,2.9
28.55,2.9
28.552,2.9
28.554,2.9
28.556,2.9
28.558,2.9
28.56,2.9
28.562,2.9
28.564,2.9
28.566,2.9
28.568,2.9
28.57,2.9
28.572,2.9
28.574,3
28.576,3.1
28.578,3.2
28.58,3.3
28.582,3.5
28.584,3.8
28.586,4
28.588,4.3
28.59,4.6
28.592,4.9
28.594,5.2
28.596,5.6
28.598,5.9
28.6,6.3
28.602,6.7
28.604,7.1
28.606,7.5
28.608,8
28.61,8.4
28.612,8.8
28.614,9.4
28.616,9.8
28.618,10.4
28.62,10.7
28.622,11.3
28.624,11.8
28.626,12.3
28.628,12.8
28.63,13.4
28.632,13.9
28.634,14.5
28.636,15
28.638,15.6
28.64,16.1
28.642,16.6
28.644,17.2
28.646,17.7
28.648,18.3
28.65,18.8
28.652,19.2
28.654,19.7
28.656,20.2
28.658,20.6
28.66,21
28.662,21.4
28.664,21.8
28.666,22.2
28.668,22.5
28.67,22.8
28.672,23
28.674,23.2
28.676,23.4
28.678,23.5
28.68,23.6
28.682,23.7
28.684,23.8
28.686,23.8
28.688,23.9
28.69,23.9
28.692,23.9
28.694,23.9
28.696,23.8
28.698,23.8
28.7,23.8
28.702,23.8
28.704,23.9
28.706,23.9
28.708,23.9
28.71,23.9
28.712,23.9
28.714,23.9
28.716,23.9
28.718,23.9
28.72,23.9
28.722,23.9
28.724,23.9
28.726,23.9
28.728,23.9
28.73,23.9
28.732,23.9
28.734,23.9
28.736,23.9
28.738,24
28.74,24
28.742,24
28.744,23.9
28.746,23.9
28.748,23.9
28.75,23.9
28.752,23.9
28.754,23.9
28.756,23.9
28.758,23.9
28.76,23.9
28.762,23.9
28.764,23.9
28.766,23.9
28.768,23.9
28.77,23.9
28.772,23.9
28.774,23.9
28.776,23.9
28.778,23.9
28.78,23.9
28.782,23.9
28.784,23.9
28.786,23.9
28.788,23.9
28.79,23.9
28.792,23.9
28.794,23.9
28.796,23.8
28.798,23.8
28.8,23.9
28.802,23.9
28.804,23.9
28.806,23.9
28.808,23.9
28.81,23.8
28.812,23.8
28.814,23.7
28.816,23.6
28.818,23.5
28.82,23.4
28.822,23.2
28.824,23
28.826,22.8
28.828,22.5
28.83,22.1
28.832,21.7
28.834,21.4
28.836,21
28.838,20.6
28.84,20.1
28.842,19.7
28.844,19.2
28.846,18.8
28.848,18.2
28.85,17.7
28.852,17.2
28.854,16.6
28.856,16.1
28.858,15.5
28.86,14.9
28.862,14.4
28.864,13.9
28.866,13.3
28.868,12.8
28.87,12.3
28.872,11.8
28.874,11.2
28.876,10.7
28.878,10.3
28.88,9.8
28.882,9.3
28.884,8.9
28.886,8.4
28.888,8
28.89,7.6
28.892,7.1
28.894,6.7
28.896,6.3
28.898,6
28.9,5.6
28.902,5.3
28.904,5
28.906,4.6
28.908,4.3
28.91,4
28.912,3.8
28.914,3.5
28.916,3.3
28.918,3.2
28.92,3.1
28.922,3
28.924,3
28.926,2.9
28.928,2.9
28.93,2.9
28.932,2.9
28.934,2.9
28.936,2.9
28.938,2.9
28.94,3
28.942,2.9
28.944,2.9
28.946,2.9
28.948,2.9
28.95,2.9
28.952,3
28.954,3.1
28.956,3.1
28.958,3.1
28.96,3.1
28.962,3.1
28.964,3.1
28.966,3.1
28.968,3.2
28.97,3.3
28.972,3.3
28.974,3.3
28.976,3.3
28.978,3.3
28.98,3.3
28.982,3.4
28.984,3.4
28.986,3.5
28.988,3.5
28.99,3.5
28.992,3.5
28.994,3.5
28.996,3.6
28.998,3.5
29,3.6
29.002,3.6
29.004,3.7
29.006,3.7
29.008,3.7
29.01,3.7
29.012,3.7
29.014,3.7
29.016,3.7
29.018,3.7
29.02,3.8
29.022,3.8
29.024,3.8
29.026,3.8
29.028,3.8
29.03,3.8
29.032,3.9
29.034,3.9
29.036,3.9
29.038,4
29.04,4
29.042,4
29.044,4
29.046,4
29.048,4.1
29.05,4.4
29.052,4.7
29.054,5.1
29.056,5.6
29.058,6.2
29.06,6.6
29.062,7.2
29.064,7.8
29.066,8.4
29.068,9.1
29.07,9.8
29.072,10.4
29.074,11.1
29.076,11.7
29.078,12.2
29.08,12.8
29.082,13.4
29.084,14
29.086,14.5
29.088,14.9
29.09,15.4
29.092,15.9
29.094,16.3
29.096,16.8
29.098,17.2
29.1,17.6
29.102,18
29.104,18.4
29.106,18.8
29.108,19
29.11,19.3
29.112,19.6
29.114,19.9
29.116,20.1
29.118,20.5
29.12,20.7
29.122,21
29.124,21.2
29.126,21.4
29.128,21.6
29.13,21.8
29.132,22
29.134,22.2
29.136,22.4
29.138,22.5
29.14,22.7
29.142,22.8
29.144,22.9
29.146,22.9
29.148,23.1
29.15,23.2
29.152,23.3
29.154,23.4
29.156,23.5
29.158,23.6
29.16,23.7
29.162,23.7
29.164,23.8
29.166,23.8
29.168,23.9
29.17,23.9
29.172,24
29.174,24
29.176,24
29.178,24
29.18,24.1
29.182,24.1
29.184,24.2
29.186,24.2
29.188,24.2
29.19,24.2
29.192,24.2
29.194,24.2
29.196,24.2
29.198,24.2
29.2,24.2
29.202,24.2
29.204,24.2
29.206,24.2
29.208,24.2
29.21,24.1
29.212,24
29.214,24
29.216,24
29.218,24
29.22,23.9
29.222,23.9
29.224,23.8
29.226,23.8
29.228,23.7
29.23,23.6
29.232,23.6
29.234,23.5
29.236,23.5
29.238,23.4
29.24,23.2
29.242,23.1
29.244,23
29.246,22.9
29.248,22.8
29.25,22.7
29.252,22.6
29.254,22.4
29.256,22.3
29.258,22.1
29.26,21.9
29.262,21.6
29.264,21.4
29.266,21.2
29.268,21
29.27,20.8
29.272,20.5
29.274,20.3
29.276,20
29.278,19.7
29.28,19.4
29.282,19.1
29.284,18.8
29.286,18.5
29.288,18.1
29.29,17.7
29.292,17.3
29.294,16.9
29.296,16.4
29.298,16
29.3,15.5
29.302,15
29.304,14.6
29.306,14.1
29.308,13.6
29.31,13
29.312,12.3
29.314,11.7
29.316,11.1
29.318,10.5
29.32,10
29.322,9.3
29.324,8.6
29.326,8
29.328,7.3
29.33,6.7
29.332,6.2
29.334,5.7
29.336,5.2
29.338,4.8
29.34,4.5
29.342,4.2
29.344,4.1
29.346,4
29.348,3.9
29.35,3.9
29.352,4
29.354,3.9
29.356,3.9
29.358,3.9
29.36,3.9
29.362,3.8
29.364,3.8
29.366,3.8
29.368,3.8
29.37,3.8
29.372,3.8
29.374,3.8
29.376,3.7
29.378,3.7
29.38,3.7
29.382,3.7
29.384,3.7
29.386,3.7
29.388,3.7
29.39,3.6
29.392,3.6
29.394,3.6
29.396,3.5
29.398,3.5
29.4,3.5
29.402,3.5
29.404,3.5
29.406,3.5
29.408,3.4
29.41,3.4
29.412,3.3
29.414,3.3
29.416,3.3
29.418,3.3
29.42,3.3
29.422,3.3
29.424,3.2
29.426,3.2
29.428,3.1
29.43,3.1
29.432,3.1
29.434,3.1
29.436,3.1
29.438,3.1
29.44,3.1
29.442,3
29.444,2.9
29.446,2.9
29.448,2.9
29.45,2.9
29.452,2.9
29.454,3
29.456,3
29.458,2.9
29.46,2.9
29.462,2.9
29.464,2.9
29.466,2.9
29.468,3
29.47,3.1
29.472,3.2
29.474,3.3
29.476,3.5
29.478,3.7
29.48,3.9
29.482,4.2
29.484,4.5
29.486,4.8
29.488,5.2
29.49,5.5
29.492,5.9
29.494,6.2
29.496,6.5
29.498,7
29.5,7.4
29.502,7.8
29.504,8.3
29.506,8.7
29.508,9.2
29.51,9.6
29.512,10.1
29.514,10.5
29.516,11
29.518,11.6
29.52,12.1
29.522,12.7
29.524,13.1
29.526,13.7
29.528,14.2
29.53,14.7
29.532,15.2
29.534,15.8
29.536,16.4
29.538,17
29.54,17.5
29.542,18
29.544,18.6
29.546,19
29.548,19.5
29.55,19.9
29.552,20.4
29.554,20.8
29.556,21.2
29.558,21.6
29.56,21.9
29.562,22.3
29.564,22.6
29.566,22.9
29.568,23.1
29.57,23.3
29.572,23.5
29.574,23.6
29.576,23.7
29.578,23.8
29.58,23.8
29.582,23.8
29.584,23.9
29.586,23.9
29.588,23.9
29.59,23.9
29.592,23.9
29.594,23.9
29.596,23.9
29.598,23.9
29.6,23.9
29.602,23.9
29.604,24
29.606,23.9
29.608,23.9
29.61,23.9
29.612,23.9
29.614,23.9
29.616,23.9
29.618,23.9
29.62,24
29.622,24
29.624,24
29.626,23.9
29.628,24
29.63,23.9
29.632,23.9
29.634,23.9
29.636,23.9
29.638,24
29.64,24
29.642,24
29.644,23.9
29.646,23.9
29.648,23.9
29.65,23.9
29.652,23.9
29.654,24
29.656,24
29.658,24
29.66,23.9
29.662,23.9
29.664,23.9
29.666,23.9
29.668,23.9
29.67,23.9
29.672,23.9
29.674,23.9
29.676,23.9
29.678,23.9
29.68,23.9
29.682,23.9
29.684,23.9
29.686,23.9
29.688,23.9
29.69,23.9
29.692,23.9
29.694,23.9
29.696,23.9
29.698,23.9
29.7,23.9
29.702,23.9
29.704,23.9
29.706,23.8
29.708,23.8
29.71,23.6
29.712,23.5
29.714,23.4
29.716,23.2
29.718,23
29.72,22.8
29.722,22.5
29.724,22.1
29.726,21.8
29.728,21.4
29.73,21
29.732,20.5
29.734,20.1
29.736,19.7
29.738,19.2
29.74,18.8
29.742,18.3
29.744,17.7
29.746,17.2
29.748,16.6
29.75,16.1
29.752,15.6
29.754,15
29.756,14.6
29.758,14
29.76,13.4
29.762,12.9
29.764,12.3
29.766,11.8
29.768,11.3
29.77,10.8
29.772,10.4
29.774,9.9
29.776,9.4
29.778,8.9
29.78,8.5
29.782,8
29.784,7.6
29.786,7.2
29.788,6.8
29.79,6.4
29.792,6.1
29.794,5.7
29.796,5.3
29.798,5
29.8,4.7
29.802,4.4
29.804,4.1
29.806,3.9
29.808,3.6
29.81,3.4
29.812,3.2
29.814,3.1
29.816,3
29.818,3
29.82,3
29.822,3
29.824,2.9
29.826,2.9
29.828,2.9
29.83,2.9
29.832,2.9
29.834,2.9
29.836,2.9
29.838,3
29.84,3
29.842,3
29.844,3
29.846,3
29.848,3
29.85,3.1
29.852,3.1
29.854,3.1
29.856,3.2
29.858,3.1
29.86,3.2
29.862,3.2
29.864,3.2
29.866,3.2
29.868,3.3
29.87,3.3
29.872,3.3
29.874,3.4
29.876,3.4
29.878,3.4
29.88,3.4
29.882,3.5
29.884,3.5
29.886,3.5
29.888,3.5
29.89,3.6
29.892,3.6
29.894,3.6
29.896,3.6
29.898,3.6
29.9,3.6
29.902,3.7
29.904,3.7
29.906,3.7
29.908,3.7
29.91,3.7
29.912,3.8
29.914,3.7
29.916,3.7
29.918,3.8
29.92,3.8
29.922,3.9
29.924,3.9
29.926,3.9
29.928,3.9
29.93,3.9
29.932,3.9
29.934,3.9
29.936,4
29.938,4
29.94,4.1
29.942,4.1
29.944,4.3
29.946,4.5
29.948,4.9
29.95,5.3
29.952,5.9
29.954,6.4
29.956,7
29.958,7.5
29.96,8.1
29.962,8.8
29.964,9.4
29.966,10.1
29.968,10.7
29.97,11.3
29.972,11.9
29.974,12.5
29.976,13.1
29.978,13.7
29.98,14.2
29.982,14.6
29.984,15.1
29.986,15.6
29.988,16.1
29.99,16.6
29.992,17
29.994,17.3
29.996,17.7
29.998,18.1
30,18.5
30.002,18.8
30.004,19.1
30.006,19.4
30.008,19.7
30.01,20
30.012,20.3
30.014,20.5
30.016,20.8
30.018,21
30.02,21.3
30.022,21.5
30.024,21.6
30.026,21.8
30.028,22
30.03,22.2
30.032,22.4
30.034,22.5
30.036,22.7
30.038,22.9
30.04,22.9
30.042,23
30.044,23.1
30.046,23.2
30.048,23.3
30.05,23.4
30.052,23.5
30.054,23.6
30.056,23.6
30.058,23.7
30.06,23.8
30.062,23.8
30.064,23.8
30.066,23.9
30.068,24
30.07,24
30.072,24
30.074,24.1
30.076,24
30.078,24
30.08,24.1
30.082,24.1
30.084,24.1
30.086,24.2
30.088,24.2
30.09,24.2
30.092,24.2
30.094,24.2
30.096,24.1
30.098,24.1
30.1,24.1
30.102,24.1
30.104,24.1
30.106,24
30.108,24
30.11,24
30.112,23.9
30.114,23.9
30.116,23.9
30.118,23.8
30.12,23.8
30.122,23.7
30.124,23.6
30.126,23.5
30.128,23.4
30.13,23.4
30.132,23.3
30.134,23.2
30.136,23.1
30.138,23
30.14,22.9
30.142,22.8
30.144,22.6
30.146,22.5
30.148,22.3
30.15,22.2
30.152,22
30.154,21.9
30.156,21.7
30.158,21.5
30.16,21.2
30.162,21
30.164,20.7
30.166,20.5
30.168,20.2
30.17,20
30.172,19.7
30.174,19.4
30.176,19.1
30.178,18.8
30.18,18.4
30.182,18.1
30.184,17.7
30.186,17.4
30.188,16.9
30.19,16.5
30.192,16
30.194,15.6
30.196,15
30.198,14.6
30.2,14.1
30.202,13.6
30.204,13.1
30.206,12.5
30.208,11.9
30.21,11.2
30.212,10.6
30.214,10
30.216,9.3
30.218,8.7
30.22,8
30.222,7.4
30.224,6.8
30.226,6.3
30.228,5.7
30.23,5.3
30.232,4.8
30.234,4.5
30.236,4.3
30.238,4.1
30.24,4
30.242,4
30.244,3.9
30.246,3.9
30.248,3.9
30.25,3.9
30.252,3.9
30.254,3.9
30.256,3.8
30.258,3.8
30.26,3.8
30.262,3.8
30.264,3.7
30.266,3.7
30.268,3.8
30.27,3.7
30.272,3.7
30.274,3.7
30.276,3.7
30.278,3.7
30.28,3.7
30.282,3.6
30.284,3.6
30.286,3.6
30.288,3.6
30.29,3.6
30.292,3.5
30.294,3.5
30.296,3.5
30.298,3.4
30.3,3.4
30.302,3.5
30.304,3.4
30.306,3.4
30.308,3.4
30.31,3.3
30.312,3.3
30.314,3.3
30.316,3.2
30.318,3.2
30.32,3.2
30.322,3.2
30.324,3.1
30.326,3.1
30.328,3.1
30.33,3
30.332,3
30.334,3
30.336,3
30.338,3
30.34,3
30.342,3
30.344,2.9
30.346,2.9
30.348,2.9
30.35,2.9
30.352,2.9
30.354,2.9
30.356,2.9
30.358,2.9
30.36,2.9
30.362,2.9
30.364,3
30.366,3.1
30.368,3.2
30.37,3.5
30.372,3.6
30.374,3.9
30.376,4.1
30.378,4.3
30.38,4.6
30.382,5
30.384,5.3
30.386,5.7
30.388,6.1
30.39,6.4
30.392,6.7
30.394,7.2
30.396,7.5
30.398,8
30.4,8.4
30.402,9
30.404,9.4
30.406,9.9
30.408,10.4
30.41,10.8
30.412,11.3
30.414,11.8
30.416,12.3
30.418,12.8
30.42,13.4
30.422,13.9
30.424,14.5
30.426,14.9
30.428,15.5
30.43,16
30.432,16.6
30.434,17.2
30.436,17.7
30.438,18.3
30.44,18.8
30.442,19.2
30.444,19.6
30.446,20
30.448,20.5
30.45,20.9
30.452,21.3
30.454,21.7
30.456,22.1
30.458,22.4
30.46,22.7
30.462,22.9
30.464,23.1
30.466,23.3
30.468,23.5
30.47,23.6
30.472,23.7
30.474,23.8
30.476,23.8
30.478,23.8
30.48,23.9
30.482,23.9
30.484,23.9
30.486,23.9
30.488,23.9
30.49,23.9
30.492,23.9
30.494,23.9
30.496,23.9
30.498,23.9
30.5,23.9
30.502,23.9
30.504,23.9
30.506,23.9
30.508,24
30.51,23.9
30.512,23.9
30.514,23.9
30.516,23.9
30.518,23.9
30.52,24
30.522,24
30.524,23.9
30.526,23.9
30.528,23.9
30.53,23.9
30.532,23.9
30.534,23.9
30.536,24
30.538,24
30.54,24
30.542,24
30.544,23.9
30.546,23.9
30.548,23.9
30.55,23.9
30.552,24
30.554,24
30.556,24
30.558,24
30.56,23.9
30.562,23.9
30.564,23.9
30.566,23.9
30.568,23.9
30.57,23.9
30.572,23.9
30.574,23.9
30.576,23.9
30.578,23.9
30.58,23.9
30.582,23.9
30.584,23.9
30.586,23.9
30.588,23.9
30.59,23.9
30.592,23.9
30.594,23.9
30.596,23.9
30.598,23.8
30.6,23.8
30.602,23.7
30.604,23.6
30.606,23.6
30.608,23.4
30.61,23.2
30.612,22.9
30.614,22.8
30.616,22.5
30.618,22.1
30.62,21.8
30.622,21.4
30.624,21
30.626,20.6
30.628,20.1
30.63,19.7
30.632,19.2
30.634,18.8
30.636,18.4
30.638,17.8
30.64,17.3
30.642,16.7
30.644,16.1
30.646,15.6
30.648,15
30.65,14.6
30.652,14.1
30.654,13.5
30.656,13
30.658,12.5
30.66,11.9
30.662,11.4
30.664,10.9
30.666,10.4
30.668,10
30.67,9.6
30.672,9.1
30.674,8.6
30.676,8.1
30.678,7.7
30.68,7.2
30.682,6.8
30.684,6.4
30.686,6.2
30.688,5.8
30.69,5.5
30.692,5.1
30.694,4.7
30.696,4.4
30.698,4.1
30.7,3.9
30.702,3.7
30.704,3.5
30.706,3.3
30.708,3.2
30.71,3.1
30.712,2.9
30.714,2.9
30.716,2.9
30.718,2.9
30.72,2.9
30.722,3
30.724,3
30.726,2.9
30.728,2.9
30.73,2.9
30.732,2.9
30.734,2.9
30.736,3
30.738,3
30.74,3
30.742,3
30.744,3
30.746,3
30.748,3.1
30.75,3.1
30.752,3.1
30.754,3.2
30.756,3.2
30.758,3.2
30.76,3.2
30.762,3.2
30.764,3.3
30.766,3.3
30.768,3.3
30.77,3.4
30.772,3.4
30.774,3.4
30.776,3.4
30.778,3.5
30.78,3.5
30.782,3.5
30.784,3.5
30.786,3.6
30.788,3.6
30.79,3.6
30.792,3.6
30.794,3.6
30.796,3.7
30.798,3.6
30.8,3.7
30.802,3.7
30.804,3.8
30.806,3.8
30.808,3.8
30.81,3.7
30.812,3.7
30.814,3.7
30.816,3.8
30.818,3.8
30.82,3.9
30.822,3.9
30.824,3.9
30.826,3.9
30.828,3.9
30.83,3.9
30.832,3.9
30.834,4
30.836,4.1
30.838,4.2
30.84,4.4
30.842,4.7
30.844,5.1
30.846,5.6
30.848,6.1
30.85,6.6
30.852,7.2
30.854,7.9
30.856,8.5
30.858,9.1
30.86,9.7
30.862,10.4
30.864,10.9
30.866,11.5
30.868,12.2
30.87,12.8
30.872,13.4
30.874,13.9
30.876,14.5
30.878,14.8
30.88,15.3
30.882,15.8
30.884,16.2
30.886,16.7
30.888,17.1
30.89,17.6
30.892,17.9
30.894,18.2
30.896,18.6
30.898,18.8
30.9,19.2
30.902,19.5
30.904,19.8
30.906,20.1
30.908,20.4
30.91,20.6
30.912,20.8
30.914,21
30.916,21.3
30.918,21.5
30.92,21.7
30.922,21.9
30.924,22.1
30.926,22.3
30.928,22.4
30.93,22.5
30.932,22.7
30.934,22.8
30.936,22.9
30.938,23
30.94,23.1
30.942,23.2
30.944,23.3
30.946,23.4
30.948,23.4
30.95,23.5
30.952,23.6
30.954,23.7
30.956,23.8
30.958,23.8
30.96,23.8
30.962,23.9
30.964,23.9
30.966,23.9
30.968,24
30.97,24
30.972,24
30.974,24.1
30.976,24.1
30.978,24.1
30.98,24
30.982,24.1
30.984,24.1
30.986,24.1
30.988,24.1
30.99,24.1
30.992,24.1
30.994,24
30.996,24
30.998,24
31,24
31.002,24
31.004,23.9
31.006,23.9
31.008,23.9
31.01,23.8
31.012,23.8
31.014,23.7
31.016,23.6
31.018,23.6
31.02,23.5
31.022,23.4
31.024,23.4
31.026,23.2
31.028,23.1
31.03,23
31.032,22.9
31.034,22.9
31.036,22.8
31.038,22.7
31.04,22.5
31.042,22.3
31.044,22.1
31.046,21.9
31.048,21.7
31.05,21.6
31.052,21.4
31.054,21.2
31.056,21
31.058,20.7
31.06,20.5
31.062,20.2
31.064,19.9
31.066,19.6
31.068,19.3
31.07,19.1
31.072,18.8
31.074,18.5
31.076,18.1
31.078,17.7
31.08,17.3
31.082,16.9
31.084,16.5
31.086,16.1
31.088,15.6
31.09,15.1
31.092,14.6
31.094,14.2
31.096,13.6
31.098,13.1
31.1,12.5
31.102,11.9
31.104,11.3
31.106,10.7
31.108,10.1
31.11,9.4
31.112,8.7
31.114,8.1
31.116,7.5
31.118,6.9
31.12,6.3
31.122,5.9
31.124,5.4
31.126,4.9
31.128,4.5
31.13,4.3
31.132,4.1
31.134,4
31.136,4
31.138,3.9
31.14,3.9
31.142,3.9
31.144,3.9
31.146,3.9
31.148,3.8
31.15,3.8
31.152,3.8
31.154,3.8
31.156,3.8
31.158,3.8
31.16,3.8
31.162,3.7
31.164,3.7
31.166,3.7
31.168,3.7
31.17,3.7
31.172,3.7
31.174,3.7
31.176,3.7
31.178,3.6
31.18,3.6
31.182,3.5
